"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 62",18,33,29,9,44,11,17,5,29,22,25,5,26,13,1,10,4,20,5,85,23,32,7,19,33,10,0,9,15,7,0,5,5,11,0,0,8,14,58,11,15,3,11,14,12,13,0,2,10,0,9,0,0,9,1,4,0,15,5,22,14,0,10,7,0,0,11,3,0,0,3,5,13,0,13,7,0,11,0,3,0,0,6,8,4,0,15,4,0,3,0,0,0,0,0,0,0,0,1,0
"Cell 63",18,19,17,25,16,17,24,10,35,5,28,26,18,18,2,14,6,5,23,99,39,30,6,23,43,10,1,9,10,12,0,7,9,15,0,10,9,11,33,19,14,8,9,13,3,7,0,4,9,0,8,0,0,8,0,2,0,25,12,37,15,0,1,9,0,0,5,3,0,0,6,7,2,0,25,3,0,4,0,7,0,0,15,10,0,0,11,12,0,1,0,0,0,0,0,1,0,0,0,0
"Cell 64",21,35,17,35,18,16,15,17,36,12,19,10,8,9,2,13,29,19,10,65,49,36,10,14,34,3,1,7,20,16,0,16,2,42,2,11,19,18,31,3,5,5,11,17,16,5,4,1,13,3,9,0,0,20,0,2,0,21,13,33,25,0,1,5,0,0,1,0,10,0,11,0,0,0,14,1,0,0,0,8,0,0,13,10,0,4,17,16,0,4,0,0,0,0,0,2,0,2,0,0
"Cell 65",16,23,22,20,30,26,25,8,49,13,18,11,19,6,1,6,10,17,8,83,39,22,7,10,21,10,4,9,17,8,2,12,7,22,0,6,12,22,31,6,13,9,16,10,12,7,5,6,7,2,6,0,0,9,1,0,1,30,13,23,9,0,2,7,1,0,4,0,4,0,0,4,1,0,19,13,0,6,0,6,1,0,5,9,0,3,11,13,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 66",17,22,27,19,11,8,22,11,37,9,19,12,23,10,0,13,13,15,11,57,20,34,10,6,22,9,3,7,13,9,0,16,7,16,2,10,7,22,39,4,7,7,19,13,13,8,0,9,3,0,10,0,0,3,0,4,2,19,8,22,7,0,7,11,0,0,1,0,2,0,3,8,0,0,14,4,0,8,0,0,0,0,0,15,0,0,5,10,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 67",19,23,23,23,23,7,31,10,32,5,18,15,10,9,0,21,28,24,24,88,26,18,12,12,17,5,8,8,17,18,0,7,14,8,0,4,8,24,37,14,11,7,11,9,6,6,0,3,10,0,9,0,0,10,0,7,4,12,14,20,13,0,12,5,0,0,0,5,6,0,6,0,1,0,37,9,0,8,0,7,3,0,0,4,0,0,11,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 68",18,24,21,28,13,11,30,0,20,23,16,7,22,6,0,9,11,18,11,82,37,24,5,22,21,13,2,9,7,9,0,10,3,21,4,10,5,20,42,10,9,7,12,8,11,7,0,10,4,1,0,0,0,8,1,0,1,22,8,27,9,0,11,11,0,0,4,3,0,1,1,15,0,0,10,0,0,7,0,2,4,0,7,3,0,0,18,10,2,0,3,0,0,0,0,0,0,0,1,0
"Cell 69",24,29,24,15,13,16,29,9,19,7,22,10,29,16,0,13,16,11,9,83,28,26,8,16,24,13,3,16,8,7,0,3,8,9,0,5,3,21,41,10,10,14,23,9,11,23,0,7,10,0,14,0,0,8,1,5,3,5,10,21,16,0,11,7,1,0,10,0,1,0,1,2,2,0,12,9,0,7,0,5,3,0,3,8,3,0,7,12,0,0,2,1,0,2,0,0,0,0,0,0
"Cell 70",24,18,7,25,32,3,16,7,28,8,26,17,19,18,9,27,19,6,27,72,47,26,9,21,29,6,4,15,19,15,0,2,15,13,0,16,10,20,29,16,9,20,8,8,22,5,0,9,14,1,1,0,0,6,8,0,4,31,14,21,26,0,7,4,0,3,9,2,0,0,5,0,0,6,41,8,0,1,0,15,4,0,5,7,0,0,12,19,0,6,1,0,0,0,0,3,0,1,0,0
"Cell 71",15,32,12,33,7,14,13,29,57,10,19,22,10,6,1,18,25,7,23,95,55,9,10,10,11,2,10,5,9,18,0,12,1,24,0,15,15,37,26,8,9,15,8,3,10,4,3,12,16,2,4,0,0,12,4,0,5,19,26,57,18,0,1,9,0,1,0,4,0,0,7,0,0,0,35,1,0,0,0,11,7,0,8,17,0,0,2,12,0,10,0,0,0,0,2,0,0,7,0,0
"Cell 72",11,15,18,35,30,11,26,9,18,3,33,19,20,23,4,14,16,16,17,71,35,18,9,20,22,5,2,12,16,17,0,3,26,17,0,13,11,12,33,28,10,9,15,3,14,8,0,1,18,0,7,0,0,6,3,7,6,4,11,35,24,0,10,6,0,1,4,8,0,0,17,0,0,0,15,8,0,3,0,14,2,1,7,7,0,0,14,22,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 73",32,35,18,15,39,10,30,14,45,23,34,25,8,14,3,24,15,6,18,103,35,17,8,12,35,7,5,7,25,7,0,8,3,25,0,11,15,26,41,4,2,15,5,8,8,0,2,2,12,0,7,0,0,11,0,1,3,14,18,30,25,0,3,6,0,6,3,0,0,0,7,0,0,3,34,3,0,3,0,1,6,0,11,13,0,0,10,8,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 74",20,31,19,39,13,16,17,6,50,2,21,8,14,1,0,21,45,16,22,106,49,38,7,2,32,5,6,18,12,9,0,18,10,16,1,6,21,21,44,9,16,14,9,15,7,4,0,3,11,0,5,0,0,10,0,10,3,32,19,35,10,0,8,9,0,0,0,0,0,0,7,1,0,0,25,2,0,7,0,3,0,0,6,17,0,0,7,22,1,0,0,0,0,0,0,0,0,0,0,0
"Cell 75",15,15,16,19,17,18,19,18,28,9,33,22,7,16,1,38,18,18,33,85,45,16,12,10,29,6,8,9,16,13,0,7,7,20,0,11,19,22,18,7,15,6,8,4,7,2,4,5,14,0,5,0,0,7,1,0,6,32,15,23,16,0,2,10,0,0,5,0,8,0,13,0,0,1,15,3,0,3,0,8,0,0,12,16,0,0,7,18,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 76",34,25,29,9,37,9,37,5,20,11,18,15,25,16,2,14,12,19,8,66,16,29,8,24,30,8,1,9,26,8,0,4,4,14,0,5,4,11,42,6,11,5,10,25,11,13,0,4,11,0,6,0,0,18,0,6,0,13,8,17,15,0,14,11,0,3,8,2,2,0,6,1,3,0,26,11,0,11,3,5,4,0,6,1,1,0,16,16,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 77",23,29,21,29,12,4,37,11,37,11,29,20,12,14,4,24,24,11,14,89,41,30,17,19,37,10,11,4,22,17,0,11,12,6,0,11,7,22,42,20,10,12,9,14,14,2,0,5,16,0,10,0,0,7,2,4,2,17,16,23,24,0,8,6,0,3,3,1,2,0,1,0,0,0,32,8,0,0,0,4,4,0,2,7,0,0,6,22,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 78",20,24,20,18,11,2,28,9,35,6,18,17,26,15,0,14,11,19,25,102,29,22,8,14,28,20,6,11,18,16,0,11,11,13,0,9,10,9,44,17,12,6,13,14,10,10,0,1,9,0,11,0,0,18,0,7,2,18,5,28,13,0,4,4,0,5,4,1,0,0,6,3,1,0,27,6,0,4,0,2,1,0,3,4,0,0,7,20,0,0,0,0,4,0,0,0,0,1,0,0
"Cell 79",23,42,27,10,25,10,13,8,22,13,28,14,14,8,0,23,22,19,28,77,30,31,8,18,25,10,1,5,10,12,0,24,2,26,5,5,17,25,40,6,6,7,11,13,11,5,2,2,9,1,0,0,0,4,0,0,4,19,4,20,24,0,8,9,0,0,5,0,0,0,8,2,1,0,23,4,0,8,0,3,4,0,0,10,1,3,13,13,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 80",19,29,32,20,15,13,26,8,49,11,21,18,25,7,2,5,33,21,12,45,32,18,4,5,24,9,2,6,16,5,0,20,6,30,1,9,10,22,43,5,6,6,21,5,9,7,4,3,10,3,4,0,1,9,0,3,0,14,10,31,20,0,6,7,0,0,0,0,6,0,14,2,0,0,22,0,0,5,0,1,0,0,3,10,0,1,4,15,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 81",55,28,20,11,24,3,31,18,29,13,31,34,12,23,9,25,15,11,29,72,43,12,10,13,20,2,5,3,13,21,0,13,5,20,0,13,17,21,21,7,1,12,5,5,3,0,0,4,8,0,2,0,0,14,2,0,10,24,20,25,27,0,4,7,0,1,3,0,0,0,19,0,0,3,29,2,0,0,0,2,6,0,6,7,0,0,8,25,0,4,0,0,0,0,0,0,0,1,0,0
"Cell 82",35,32,35,16,14,21,24,9,29,21,17,8,24,7,4,17,23,24,13,83,35,28,8,10,19,17,7,4,13,22,0,12,6,15,1,8,10,24,53,4,17,8,14,4,9,7,0,10,17,0,7,0,2,5,0,3,3,13,16,26,24,0,9,7,0,2,2,9,5,0,6,5,6,0,16,4,0,8,0,5,0,0,1,7,0,0,13,16,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 83",28,39,29,34,24,13,16,12,48,9,18,13,20,8,0,19,17,24,14,98,22,15,11,9,15,12,6,6,3,10,0,12,0,10,1,5,14,24,44,5,14,10,16,10,10,7,3,10,8,0,4,0,1,12,0,7,0,10,9,28,15,0,10,17,0,0,4,2,8,0,4,6,2,0,30,1,0,5,0,2,0,0,1,5,0,0,5,7,0,2,0,0,0,0,0,0,0,0,0,3
"Cell 84",26,30,24,26,17,12,28,10,42,9,30,15,18,9,1,7,17,17,18,74,50,26,17,20,9,6,8,2,19,4,0,15,2,18,1,8,7,27,34,8,8,5,6,6,14,4,0,13,14,0,12,0,0,12,2,11,7,13,13,33,18,0,12,11,0,0,5,0,7,0,5,1,0,0,19,5,0,4,0,2,3,0,8,15,0,2,6,9,0,3,0,0,0,0,0,0,0,1,0,0
"Cell 85",25,27,17,21,20,6,16,28,39,9,13,33,11,9,4,8,29,14,21,94,53,10,12,28,15,5,10,1,17,5,0,16,11,14,1,12,8,17,34,13,12,9,13,14,8,3,12,11,8,3,8,0,0,7,2,0,3,17,12,39,23,0,2,12,0,0,0,1,1,0,8,0,1,0,26,11,0,3,0,8,7,0,10,4,0,0,2,7,0,5,0,0,2,0,0,4,0,3,0,0
"Cell 86",14,31,56,17,21,12,27,5,39,21,14,6,25,0,0,13,16,25,7,81,19,26,9,11,14,14,2,4,8,7,1,16,0,23,4,5,9,29,65,6,8,5,10,8,21,15,8,2,1,0,3,0,0,10,0,9,0,13,5,18,10,0,4,16,0,0,0,3,11,1,3,10,0,0,17,0,0,14,0,0,1,0,2,8,0,2,13,15,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 87",22,44,29,28,19,8,26,16,37,13,15,11,24,7,0,7,13,18,7,70,18,25,12,9,12,6,6,0,19,10,0,15,1,16,0,11,7,30,39,4,13,2,15,7,11,8,6,3,9,0,3,0,0,19,0,3,4,8,5,31,7,0,3,12,0,7,3,1,0,0,7,3,0,0,19,4,0,11,0,5,4,0,0,7,0,2,9,9,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 88",24,30,19,26,11,6,22,24,22,11,12,11,12,2,0,8,16,23,15,114,21,24,9,17,21,10,4,4,11,13,0,11,1,23,1,7,11,35,41,6,11,11,9,8,13,6,2,4,2,0,7,0,0,16,0,0,2,14,11,25,11,0,0,10,0,0,2,0,3,0,8,5,1,0,16,5,0,6,0,1,0,0,7,15,0,0,1,8,0,6,0,0,0,0,0,0,0,1,0,0
"Cell 89",8,23,14,38,19,15,29,14,23,3,25,8,16,11,0,11,15,19,21,83,27,31,5,17,28,22,2,6,8,14,0,16,10,10,0,8,5,7,32,20,22,11,10,14,11,12,0,10,13,0,8,0,0,16,5,7,0,15,17,20,13,0,6,0,0,1,4,1,1,0,8,3,8,0,5,3,0,8,0,15,0,0,3,6,0,0,14,15,0,2,0,0,1,0,0,0,0,0,0,0
"Cell 90",19,16,19,42,23,18,14,7,27,7,27,20,28,17,0,38,27,17,14,62,25,19,16,19,34,8,2,10,18,9,0,6,10,9,0,10,4,14,39,9,10,9,13,9,14,6,0,2,12,0,7,0,0,12,0,6,0,19,17,37,15,0,18,8,0,2,4,5,3,0,17,0,2,0,27,3,0,7,0,12,8,0,5,8,1,0,10,25,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 91",37,30,27,33,18,16,21,23,48,2,17,23,25,12,0,13,15,18,12,48,38,14,8,7,15,1,5,1,14,2,0,11,6,20,0,15,13,22,22,13,8,6,8,6,4,5,0,7,16,0,11,0,0,9,0,4,1,11,19,32,16,0,9,16,0,0,0,0,3,0,8,0,1,0,26,5,0,6,0,5,1,0,3,12,0,0,4,9,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 92",22,23,11,36,28,13,22,13,47,14,17,12,2,16,8,16,4,9,30,65,52,13,1,19,35,14,2,5,20,10,0,18,4,36,0,19,19,30,22,10,9,21,1,8,17,0,2,9,11,0,5,0,0,9,7,0,4,25,23,25,18,0,4,17,0,0,2,0,0,0,22,5,0,0,28,2,0,0,0,0,3,0,27,24,0,0,7,9,0,2,0,0,0,0,0,4,0,7,0,0
"Cell 93",15,25,14,11,31,2,27,13,29,15,13,23,22,13,0,5,31,17,21,77,23,22,15,11,14,7,5,4,24,8,0,9,5,9,0,3,5,17,41,10,21,4,20,16,15,14,1,14,5,2,2,0,0,12,0,7,0,23,7,29,13,0,12,8,0,0,3,0,0,0,3,4,1,0,16,5,0,10,0,6,1,0,0,9,0,0,6,6,0,7,1,0,0,0,0,0,0,0,0,0
"Cell 94",18,26,20,18,10,12,28,13,21,13,23,8,17,12,1,11,14,15,17,68,16,24,11,25,22,21,3,7,6,13,0,21,4,8,2,11,7,22,34,2,8,9,10,10,13,8,5,5,9,0,10,0,0,22,0,9,7,22,12,24,15,0,12,14,0,3,3,2,6,0,5,4,3,0,15,0,0,1,0,2,0,0,2,7,1,4,9,10,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 95",21,35,21,15,23,9,20,36,38,3,25,16,14,12,5,17,10,19,19,79,35,27,15,28,33,10,3,12,16,10,0,2,9,9,0,8,9,6,32,10,9,6,10,6,8,9,0,9,7,0,6,1,0,5,4,11,0,18,9,16,22,0,2,5,0,1,5,0,3,0,11,0,3,0,23,1,0,3,0,12,0,0,6,5,0,0,10,8,0,6,0,0,2,0,0,1,0,0,0,0
"Cell 96",24,61,27,23,19,11,16,18,38,14,24,11,31,6,0,11,25,23,18,77,20,13,20,5,17,6,1,2,15,8,0,15,2,9,7,5,14,21,54,6,8,5,28,9,7,14,1,9,8,0,12,0,0,21,0,8,0,13,10,33,12,1,12,12,0,0,0,0,4,1,4,2,4,0,20,4,0,8,0,4,0,0,4,9,0,4,1,11,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 97",13,31,36,33,12,12,19,8,44,5,18,18,22,4,0,11,32,18,25,70,32,23,16,12,20,2,11,4,12,12,0,17,6,19,0,6,17,18,24,17,8,9,10,15,13,6,0,21,9,0,8,0,0,11,3,4,6,13,10,38,7,0,6,12,0,0,0,0,2,0,4,3,1,0,15,2,0,2,0,9,0,0,1,9,0,0,2,16,0,0,0,0,0,1,0,0,0,2,0,1
"Cell 98",17,39,24,39,13,10,20,14,33,2,27,12,14,8,0,12,14,15,19,68,34,34,14,10,24,8,0,9,21,15,0,14,5,22,1,8,11,16,41,6,16,5,15,15,9,5,1,0,6,0,5,0,0,11,0,3,5,21,14,19,17,0,2,11,0,0,0,1,1,0,0,2,1,0,8,4,0,3,0,3,0,0,9,5,0,0,10,9,1,5,0,0,0,0,0,0,0,0,0,0
"Cell 99",17,42,30,14,10,22,8,8,42,10,9,11,12,6,0,14,7,29,20,79,25,20,10,7,21,16,7,2,17,13,0,23,2,11,4,3,10,14,44,4,15,4,11,11,14,8,9,2,7,0,5,0,0,11,0,3,0,20,18,24,9,0,6,7,0,6,1,3,5,0,1,2,8,0,12,7,0,7,0,5,0,0,3,5,0,4,8,13,0,0,0,0,0,0,0,0,1,0,0,0
"Cell 100",11,27,34,33,7,9,10,7,33,11,14,7,13,4,0,14,8,24,11,83,27,25,4,8,20,21,1,20,6,11,0,19,4,28,2,5,10,17,33,6,20,8,11,15,29,14,0,11,2,0,4,0,0,8,0,3,3,19,9,25,7,0,0,7,0,1,1,2,4,0,5,5,2,0,16,2,0,7,0,9,2,0,9,11,0,3,16,14,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 101",25,25,12,24,25,11,19,8,40,10,25,12,14,11,3,6,25,13,25,80,38,35,3,6,33,15,10,6,11,18,0,21,8,21,0,11,7,15,30,10,10,17,9,15,13,4,3,10,9,0,9,0,0,16,0,5,0,21,15,26,20,0,4,10,0,2,2,3,3,0,3,2,0,0,6,2,0,5,0,5,0,0,8,14,0,0,15,19,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 102",26,35,8,23,18,13,7,16,43,5,17,12,16,28,0,38,24,13,23,49,25,28,9,14,39,5,4,7,20,16,0,11,10,11,1,5,6,15,23,12,6,10,6,8,3,4,5,0,12,0,9,0,1,8,0,2,7,9,22,16,13,0,9,6,0,2,10,1,0,0,22,4,2,0,17,5,0,4,0,16,3,0,11,12,2,0,14,11,0,0,0,0,1,0,0,0,0,0,0,0
"Cell 103",33,50,21,26,14,16,35,21,30,14,15,14,18,11,2,4,20,18,15,55,31,26,3,11,13,11,12,4,23,8,0,12,4,14,0,11,7,25,32,14,9,7,13,3,7,6,0,5,17,1,10,0,1,6,6,8,0,13,13,32,20,0,6,9,0,2,6,0,4,0,11,3,2,0,14,9,0,1,0,3,0,0,5,12,0,1,3,7,0,7,3,0,0,0,0,0,0,0,0,0
"Cell 104",18,42,12,29,15,8,23,10,38,4,25,17,14,7,1,22,8,25,18,92,37,37,14,13,24,8,6,7,11,18,0,13,4,18,0,7,21,14,27,7,12,6,19,12,14,7,4,5,10,0,10,0,0,14,2,11,0,24,9,18,12,0,2,6,0,0,1,0,2,0,4,4,1,2,16,14,0,3,0,11,0,0,0,4,0,0,9,23,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 105",21,27,27,26,8,22,39,19,42,14,42,24,15,4,6,19,29,24,28,92,28,26,11,22,12,9,8,1,17,8,0,18,5,23,0,15,12,29,27,11,5,7,7,9,6,4,8,10,11,4,7,0,0,14,0,4,0,21,17,21,18,0,0,15,0,0,0,9,10,0,8,0,0,0,25,11,0,3,0,1,8,0,5,14,0,1,8,9,0,0,0,0,0,0,0,0,0,2,0,1
"Cell 106",32,26,17,16,26,11,21,20,28,11,44,29,8,24,0,25,9,25,19,69,26,21,18,12,22,8,3,9,20,21,0,11,12,4,0,6,14,21,29,9,11,3,10,13,6,7,4,1,13,0,13,0,0,6,0,0,4,17,5,21,11,0,7,3,0,0,8,0,0,0,15,0,9,0,20,2,0,7,0,5,0,0,6,9,0,0,4,16,0,9,0,0,0,0,0,0,0,3,0,0
"Cell 107",29,20,9,21,19,9,20,8,42,7,29,16,25,18,5,16,16,13,19,81,37,15,1,22,33,7,5,14,13,15,0,8,13,14,0,6,5,29,47,18,16,25,4,9,9,4,0,8,16,0,5,0,1,9,4,0,4,34,12,20,18,0,14,4,0,0,9,3,0,0,1,0,2,0,36,10,0,2,0,3,5,0,4,16,0,0,9,16,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 108",42,28,19,9,28,10,20,12,27,13,25,18,22,9,1,15,10,23,15,105,32,33,4,34,17,15,1,7,22,6,0,2,8,14,0,9,6,15,34,8,12,4,6,13,5,7,0,0,10,0,18,0,0,3,0,3,1,20,9,21,16,0,12,12,0,0,14,0,0,0,3,1,9,0,16,8,0,2,0,3,3,2,1,5,1,0,7,12,0,4,3,0,0,0,0,0,0,0,0,0
"Cell 109",26,23,22,24,12,4,14,19,26,9,31,19,11,14,3,13,6,21,19,53,21,23,10,17,25,9,1,5,17,12,0,19,5,13,0,5,11,27,40,6,15,6,7,16,7,8,1,1,12,0,9,0,0,5,0,2,0,21,13,23,18,0,19,4,0,0,6,0,0,0,11,0,3,0,11,5,0,4,0,6,0,0,5,3,0,0,13,10,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 110",8,27,15,40,15,16,17,4,43,10,39,19,36,16,1,14,18,6,12,69,36,24,14,10,26,12,5,6,12,5,0,5,6,19,0,9,8,23,30,11,20,18,8,7,18,8,3,3,7,4,7,0,0,10,4,0,7,7,12,34,15,0,20,13,0,0,3,4,0,0,20,2,2,0,19,1,0,7,0,10,7,0,3,18,0,0,13,10,0,6,0,0,1,0,0,0,0,1,0,0
"Cell 111",28,48,38,19,31,16,16,12,41,22,18,11,4,5,2,11,16,28,16,59,21,23,4,15,10,9,1,1,15,6,0,16,0,33,1,7,13,34,33,1,11,2,5,3,12,7,6,0,8,0,3,0,2,22,0,3,0,9,8,26,14,0,6,10,0,0,2,2,4,0,12,4,3,0,25,3,0,8,0,0,2,0,5,15,0,0,6,11,0,4,0,0,0,0,0,0,0,10,1,0
"Cell 112",10,32,18,23,19,9,7,12,22,9,24,16,13,15,0,18,14,22,16,70,25,27,11,19,39,11,1,19,14,12,0,16,8,13,0,8,11,8,26,13,23,11,16,15,29,8,3,6,13,0,6,2,0,7,2,3,7,20,9,27,10,0,5,6,0,0,3,0,4,0,11,4,0,0,17,6,0,3,0,16,0,0,11,6,0,0,12,17,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 113",18,11,24,17,17,4,33,8,20,7,25,11,18,10,6,9,11,19,31,73,20,30,10,26,33,14,1,9,7,5,0,8,7,19,0,11,15,10,39,7,3,5,3,19,20,9,1,13,10,0,5,0,0,12,1,5,2,14,5,35,18,0,13,5,1,0,6,2,5,0,8,1,0,0,11,6,0,5,0,5,1,0,8,2,2,0,13,16,0,0,1,0,0,0,0,0,2,0,0,0
"Cell 114",31,22,30,34,21,12,27,6,62,18,17,12,15,7,2,15,20,15,14,94,34,14,3,20,24,15,5,1,12,8,0,15,4,29,0,7,12,22,41,7,11,19,13,5,10,8,2,2,6,2,5,0,7,12,0,1,1,23,14,26,12,0,8,23,0,0,3,2,6,1,3,15,0,0,17,1,0,3,0,2,9,0,7,10,0,2,9,8,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 115",18,25,43,10,17,4,31,18,35,14,20,24,19,6,0,7,18,16,14,76,36,19,10,6,10,7,7,9,14,11,0,7,10,12,0,5,5,22,44,12,10,4,21,7,11,12,0,20,13,0,11,0,0,6,4,3,2,8,11,28,15,0,1,8,0,0,1,1,9,0,2,0,0,0,11,9,0,3,0,6,0,0,2,8,0,0,3,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 116",30,22,32,20,15,9,22,9,41,8,17,18,9,15,0,15,21,11,17,103,25,27,5,14,30,13,4,4,26,8,0,9,4,15,0,7,14,22,46,6,14,5,9,23,2,14,0,3,4,0,4,0,2,15,0,3,6,14,13,27,16,0,2,16,0,0,3,3,2,0,5,7,5,0,22,8,0,2,0,7,0,0,5,14,0,0,8,14,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 117",31,51,31,48,13,14,20,27,31,15,18,18,4,5,5,10,35,11,25,78,39,19,10,4,9,10,11,1,9,10,0,25,0,28,2,15,26,52,38,3,12,13,3,2,7,0,0,13,11,0,5,0,1,16,0,3,3,15,12,43,24,0,2,12,0,0,0,0,4,0,11,2,0,1,27,2,0,0,0,4,3,0,4,26,0,6,3,12,0,3,0,0,0,0,2,2,0,0,0,0
"Cell 118",24,53,26,39,17,14,9,18,35,9,18,10,12,5,5,16,16,7,13,76,35,35,4,5,28,4,1,3,12,11,0,16,6,16,0,15,21,29,41,5,20,15,14,6,15,3,3,0,18,0,14,0,0,10,3,3,0,22,11,28,19,0,6,10,0,1,1,0,3,0,9,0,1,0,34,5,0,0,0,3,1,0,7,12,0,3,1,22,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 119",12,29,28,40,37,13,26,9,30,3,16,7,20,10,0,15,10,17,8,59,26,26,7,5,21,6,2,6,17,4,0,6,4,9,1,5,4,19,44,13,28,3,13,18,11,14,2,10,4,0,7,0,0,5,0,8,0,12,15,33,5,0,5,10,0,2,2,1,4,0,5,7,5,0,17,10,0,14,0,1,2,0,4,7,0,0,8,8,0,11,2,0,0,0,0,0,0,0,0,0
"Cell 120",22,18,11,23,13,7,33,11,28,8,40,16,28,19,8,16,21,10,33,65,35,14,12,21,14,9,6,6,17,3,0,16,11,19,0,10,7,12,18,18,13,16,6,12,15,4,0,7,8,0,5,0,2,21,8,0,10,27,13,18,18,0,7,13,0,0,6,3,5,0,15,4,1,0,13,7,0,3,0,6,0,0,4,9,0,0,8,18,0,4,0,0,0,0,0,1,0,0,0,0
"Cell 121",20,36,25,40,19,17,21,25,49,8,28,14,17,10,0,29,44,10,22,72,62,22,15,4,18,1,5,9,29,12,0,18,7,26,0,11,7,20,20,9,9,11,18,6,3,2,3,9,19,0,7,0,0,12,0,2,7,7,15,32,29,0,6,10,0,1,1,8,7,0,20,0,0,1,32,6,0,1,0,10,0,0,8,13,0,0,8,13,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 122",23,43,22,22,25,13,27,8,39,12,10,12,14,4,0,8,7,16,6,65,36,30,13,4,17,8,3,7,18,11,1,16,5,24,3,10,7,19,43,6,16,1,15,7,15,11,2,10,5,1,1,0,0,9,0,1,0,17,16,27,17,0,6,8,0,2,2,3,1,0,1,15,1,0,18,3,0,8,0,4,0,0,3,6,0,0,4,9,0,5,0,0,0,0,0,0,0,0,3,0
"Cell 123",38,35,11,33,12,16,36,15,26,4,29,16,15,17,5,16,25,6,15,62,46,17,10,4,21,2,7,6,10,13,0,16,9,16,0,21,10,19,29,7,9,10,7,9,6,2,1,10,12,0,2,0,0,4,9,0,9,21,19,31,21,0,5,18,0,0,2,0,2,0,12,0,0,0,38,0,0,0,0,3,0,0,5,22,0,0,2,14,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 124",21,40,16,12,39,11,39,16,37,7,15,16,29,11,0,10,20,28,13,56,17,29,21,10,12,8,2,5,15,7,0,5,6,8,3,2,5,14,36,9,17,2,18,5,12,16,0,7,4,0,7,0,0,4,1,9,3,3,10,17,7,0,9,9,1,4,3,3,4,0,19,0,15,0,7,2,0,23,0,3,0,0,0,5,0,0,8,7,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 125",15,27,37,26,14,14,22,6,26,4,10,9,26,8,0,12,17,15,11,97,19,22,3,7,31,13,0,4,2,4,0,16,2,14,4,5,9,16,42,3,23,8,23,14,17,17,0,12,4,0,5,0,0,14,0,5,0,13,4,25,5,0,5,18,0,6,0,4,3,7,3,13,0,0,16,5,0,15,0,5,1,5,6,5,0,5,7,13,0,2,0,0,1,0,0,0,0,0,0,0
