"","Gene1","Gene2"
"874","Gene 45","Gene 23"
"875","Gene 45","Gene 30"
"876","Gene 45","Gene 37"
"877","Gene 45","Gene 39"
"878","Gene 45","Gene 42"
"879","Gene 45","Gene 55"
"880","Gene 45","Gene 56"
"881","Gene 45","Gene 59"
"882","Gene 45","Gene 62"
"883","Gene 45","Gene 66"
"884","Gene 46","Gene 12"
"885","Gene 46","Gene 13"
"886","Gene 46","Gene 15"
"887","Gene 46","Gene 16"
"888","Gene 46","Gene 22"
"889","Gene 46","Gene 25"
"890","Gene 46","Gene 40"
"891","Gene 46","Gene 41"
"892","Gene 46","Gene 43"
"893","Gene 46","Gene 52"
"894","Gene 46","Gene 65"
"895","Gene 46","Gene 77"
"896","Gene 46","Gene 79"
"897","Gene 46","Gene 80"
"898","Gene 46","Gene 85"
"899","Gene 46","Gene 92"
"900","Gene 46","Gene 94"
"901","Gene 46","Gene 95"
"902","Gene 46","Gene 99"
"903","Gene 47","Gene 1"
"904","Gene 47","Gene 7"
"905","Gene 47","Gene 8"
"906","Gene 47","Gene 11"
"907","Gene 47","Gene 13"
"908","Gene 47","Gene 24"
"909","Gene 47","Gene 32"
"910","Gene 47","Gene 43"
"911","Gene 47","Gene 44"
"912","Gene 47","Gene 50"
"913","Gene 47","Gene 56"
"914","Gene 47","Gene 68"
"915","Gene 47","Gene 70"
"916","Gene 47","Gene 81"
"917","Gene 47","Gene 82"
"918","Gene 47","Gene 83"
"919","Gene 47","Gene 91"
"920","Gene 47","Gene 94"
"921","Gene 48","Gene 2"
"922","Gene 48","Gene 7"
"923","Gene 48","Gene 18"
"924","Gene 48","Gene 21"
"925","Gene 48","Gene 25"
"926","Gene 48","Gene 33"
"927","Gene 48","Gene 37"
"928","Gene 48","Gene 55"
"929","Gene 48","Gene 63"
"930","Gene 48","Gene 69"
"931","Gene 48","Gene 71"
"932","Gene 48","Gene 75"
"933","Gene 48","Gene 77"
"934","Gene 48","Gene 78"
"935","Gene 48","Gene 84"
"936","Gene 48","Gene 100"
"937","Gene 49","Gene 1"
"938","Gene 49","Gene 11"
"939","Gene 49","Gene 16"
"940","Gene 49","Gene 21"
"941","Gene 49","Gene 26"
"942","Gene 49","Gene 30"
"943","Gene 49","Gene 31"
"944","Gene 49","Gene 35"
"945","Gene 49","Gene 41"
"946","Gene 49","Gene 53"
"947","Gene 49","Gene 60"
"948","Gene 49","Gene 64"
"949","Gene 49","Gene 65"
"950","Gene 49","Gene 69"
"951","Gene 49","Gene 70"
"952","Gene 49","Gene 72"
"953","Gene 49","Gene 80"
"954","Gene 49","Gene 84"
"955","Gene 49","Gene 88"
"956","Gene 49","Gene 89"
"957","Gene 50","Gene 1"
"958","Gene 50","Gene 10"
"959","Gene 50","Gene 12"
"960","Gene 50","Gene 16"
"961","Gene 50","Gene 21"
"962","Gene 50","Gene 28"
"963","Gene 50","Gene 31"
"964","Gene 50","Gene 37"
"965","Gene 50","Gene 41"
"966","Gene 50","Gene 43"
"967","Gene 50","Gene 47"
"968","Gene 50","Gene 51"
"969","Gene 50","Gene 57"
"970","Gene 50","Gene 59"
"971","Gene 50","Gene 62"
"972","Gene 50","Gene 64"
"973","Gene 50","Gene 70"
"974","Gene 50","Gene 77"
"975","Gene 50","Gene 78"
"976","Gene 50","Gene 81"
"977","Gene 50","Gene 88"
"978","Gene 50","Gene 100"
"979","Gene 51","Gene 7"
"980","Gene 51","Gene 8"
"981","Gene 51","Gene 11"
"982","Gene 51","Gene 22"
"983","Gene 51","Gene 24"
"984","Gene 51","Gene 28"
"985","Gene 51","Gene 36"
"986","Gene 51","Gene 42"
"987","Gene 51","Gene 50"
"988","Gene 51","Gene 56"
"989","Gene 51","Gene 58"
"990","Gene 51","Gene 69"
"991","Gene 51","Gene 72"
"992","Gene 51","Gene 76"
"993","Gene 51","Gene 77"
"994","Gene 51","Gene 81"
"995","Gene 51","Gene 82"
"996","Gene 51","Gene 91"
"997","Gene 51","Gene 94"
"998","Gene 51","Gene 99"
"999","Gene 52","Gene 1"
"1000","Gene 52","Gene 8"
"1001","Gene 52","Gene 10"
"1002","Gene 52","Gene 20"
"1003","Gene 52","Gene 34"
"1004","Gene 52","Gene 38"
"1005","Gene 52","Gene 40"
"1006","Gene 52","Gene 43"
"1007","Gene 52","Gene 44"
"1008","Gene 52","Gene 46"
"1009","Gene 52","Gene 62"
"1010","Gene 52","Gene 66"
"1011","Gene 52","Gene 67"
"1012","Gene 52","Gene 74"
"1013","Gene 52","Gene 76"
"1014","Gene 52","Gene 78"
"1015","Gene 52","Gene 89"
"1016","Gene 52","Gene 90"
"1017","Gene 53","Gene 15"
"1018","Gene 53","Gene 17"
"1019","Gene 53","Gene 19"
"1020","Gene 53","Gene 26"
"1021","Gene 53","Gene 30"
"1022","Gene 53","Gene 35"
"1023","Gene 53","Gene 36"
"1024","Gene 53","Gene 49"
"1025","Gene 53","Gene 55"
"1026","Gene 53","Gene 56"
"1027","Gene 53","Gene 58"
"1028","Gene 53","Gene 64"
"1029","Gene 53","Gene 72"
"1030","Gene 53","Gene 82"
"1031","Gene 53","Gene 87"
"1032","Gene 53","Gene 94"
"1033","Gene 53","Gene 100"
"1034","Gene 54","Gene 5"
"1035","Gene 54","Gene 33"
"1036","Gene 54","Gene 39"
"1037","Gene 54","Gene 59"
"1038","Gene 54","Gene 61"
"1039","Gene 54","Gene 69"
"1040","Gene 54","Gene 82"
"1041","Gene 54","Gene 85"
"1042","Gene 54","Gene 88"
"1043","Gene 54","Gene 94"
"1044","Gene 54","Gene 95"
"1045","Gene 54","Gene 99"
"1046","Gene 55","Gene 1"
"1047","Gene 55","Gene 3"
"1048","Gene 55","Gene 15"
"1049","Gene 55","Gene 16"
"1050","Gene 55","Gene 17"
"1051","Gene 55","Gene 18"
"1052","Gene 55","Gene 21"
"1053","Gene 55","Gene 22"
"1054","Gene 55","Gene 28"
"1055","Gene 55","Gene 31"
"1056","Gene 55","Gene 35"
"1057","Gene 55","Gene 40"
"1058","Gene 55","Gene 42"
"1059","Gene 55","Gene 44"
"1060","Gene 55","Gene 45"
"1061","Gene 55","Gene 48"
"1062","Gene 55","Gene 53"
"1063","Gene 55","Gene 56"
"1064","Gene 55","Gene 61"
"1065","Gene 55","Gene 66"
"1066","Gene 55","Gene 81"
"1067","Gene 55","Gene 86"
"1068","Gene 55","Gene 91"
"1069","Gene 55","Gene 99"
"1070","Gene 56","Gene 7"
"1071","Gene 56","Gene 10"
"1072","Gene 56","Gene 15"
"1073","Gene 56","Gene 17"
"1074","Gene 56","Gene 18"
"1075","Gene 56","Gene 21"
"1076","Gene 56","Gene 27"
"1077","Gene 56","Gene 32"
"1078","Gene 56","Gene 34"
"1079","Gene 56","Gene 45"
"1080","Gene 56","Gene 47"
"1081","Gene 56","Gene 51"
"1082","Gene 56","Gene 53"
"1083","Gene 56","Gene 55"
"1084","Gene 56","Gene 57"
"1085","Gene 56","Gene 58"
"1086","Gene 56","Gene 60"
"1087","Gene 56","Gene 66"
"1088","Gene 56","Gene 69"
"1089","Gene 56","Gene 79"
"1090","Gene 56","Gene 86"
"1091","Gene 56","Gene 89"
"1092","Gene 56","Gene 96"
"1093","Gene 57","Gene 6"
"1094","Gene 57","Gene 11"
"1095","Gene 57","Gene 14"
"1096","Gene 57","Gene 16"
"1097","Gene 57","Gene 17"
"1098","Gene 57","Gene 18"
"1099","Gene 57","Gene 19"
"1100","Gene 57","Gene 22"
"1101","Gene 57","Gene 25"
"1102","Gene 57","Gene 33"
"1103","Gene 57","Gene 39"
"1104","Gene 57","Gene 43"
"1105","Gene 57","Gene 50"
"1106","Gene 57","Gene 56"
"1107","Gene 57","Gene 58"
"1108","Gene 57","Gene 64"
"1109","Gene 57","Gene 95"
"1110","Gene 57","Gene 98"
"1111","Gene 57","Gene 100"
"1112","Gene 58","Gene 2"
"1113","Gene 58","Gene 4"
"1114","Gene 58","Gene 12"
"1115","Gene 58","Gene 13"
"1116","Gene 58","Gene 20"
"1117","Gene 58","Gene 23"
"1118","Gene 58","Gene 37"
"1119","Gene 58","Gene 41"
"1120","Gene 58","Gene 44"
"1121","Gene 58","Gene 51"
"1122","Gene 58","Gene 53"
"1123","Gene 58","Gene 56"
"1124","Gene 58","Gene 57"
"1125","Gene 58","Gene 61"
"1126","Gene 58","Gene 65"
"1127","Gene 58","Gene 71"
"1128","Gene 58","Gene 72"
"1129","Gene 58","Gene 85"
"1130","Gene 58","Gene 86"
"1131","Gene 58","Gene 88"
"1132","Gene 58","Gene 96"
"1133","Gene 58","Gene 99"
"1134","Gene 58","Gene 100"
"1135","Gene 59","Gene 6"
"1136","Gene 59","Gene 7"
"1137","Gene 59","Gene 9"
"1138","Gene 59","Gene 12"
"1139","Gene 59","Gene 18"
"1140","Gene 59","Gene 19"
"1141","Gene 59","Gene 29"
"1142","Gene 59","Gene 36"
"1143","Gene 59","Gene 45"
"1144","Gene 59","Gene 50"
"1145","Gene 59","Gene 54"
"1146","Gene 59","Gene 62"
"1147","Gene 59","Gene 67"
"1148","Gene 59","Gene 74"
"1149","Gene 59","Gene 76"
"1150","Gene 59","Gene 81"
"1151","Gene 59","Gene 86"
"1152","Gene 59","Gene 89"
"1153","Gene 59","Gene 98"
"1154","Gene 60","Gene 1"
"1155","Gene 60","Gene 3"
"1156","Gene 60","Gene 4"
"1157","Gene 60","Gene 8"
"1158","Gene 60","Gene 9"
"1159","Gene 60","Gene 13"
"1160","Gene 60","Gene 16"
"1161","Gene 60","Gene 21"
"1162","Gene 60","Gene 24"
"1163","Gene 60","Gene 29"
"1164","Gene 60","Gene 35"
"1165","Gene 60","Gene 38"
"1166","Gene 60","Gene 42"
"1167","Gene 60","Gene 43"
"1168","Gene 60","Gene 49"
"1169","Gene 60","Gene 56"
"1170","Gene 60","Gene 63"
"1171","Gene 60","Gene 67"
"1172","Gene 60","Gene 69"
"1173","Gene 60","Gene 79"
"1174","Gene 60","Gene 82"
"1175","Gene 60","Gene 87"
"1176","Gene 60","Gene 90"
"1177","Gene 60","Gene 91"
"1178","Gene 60","Gene 92"
"1179","Gene 60","Gene 96"
"1180","Gene 60","Gene 99"
"1181","Gene 61","Gene 2"
"1182","Gene 61","Gene 5"
"1183","Gene 61","Gene 9"
"1184","Gene 61","Gene 15"
"1185","Gene 61","Gene 17"
"1186","Gene 61","Gene 21"
"1187","Gene 61","Gene 23"
"1188","Gene 61","Gene 29"
"1189","Gene 61","Gene 33"
"1190","Gene 61","Gene 39"
"1191","Gene 61","Gene 41"
"1192","Gene 61","Gene 54"
"1193","Gene 61","Gene 55"
"1194","Gene 61","Gene 58"
"1195","Gene 61","Gene 72"
"1196","Gene 61","Gene 78"
"1197","Gene 61","Gene 80"
"1198","Gene 61","Gene 98"
"1199","Gene 62","Gene 2"
"1200","Gene 62","Gene 23"
"1201","Gene 62","Gene 25"
"1202","Gene 62","Gene 26"
"1203","Gene 62","Gene 28"
"1204","Gene 62","Gene 37"
"1205","Gene 62","Gene 38"
"1206","Gene 62","Gene 39"
"1207","Gene 62","Gene 45"
"1208","Gene 62","Gene 50"
"1209","Gene 62","Gene 52"
"1210","Gene 62","Gene 59"
"1211","Gene 62","Gene 64"
"1212","Gene 62","Gene 65"
"1213","Gene 62","Gene 73"
"1214","Gene 62","Gene 76"
"1215","Gene 62","Gene 78"
"1216","Gene 62","Gene 84"
"1217","Gene 62","Gene 86"
"1218","Gene 62","Gene 87"
"1219","Gene 62","Gene 90"
"1220","Gene 62","Gene 94"
"1221","Gene 62","Gene 97"
"1222","Gene 63","Gene 8"
"1223","Gene 63","Gene 11"
"1224","Gene 63","Gene 21"
"1225","Gene 63","Gene 23"
"1226","Gene 63","Gene 28"
"1227","Gene 63","Gene 31"
"1228","Gene 63","Gene 34"
"1229","Gene 63","Gene 41"
"1230","Gene 63","Gene 48"
"1231","Gene 63","Gene 60"
"1232","Gene 63","Gene 67"
"1233","Gene 63","Gene 76"
"1234","Gene 63","Gene 83"
"1235","Gene 63","Gene 85"
"1236","Gene 63","Gene 86"
"1237","Gene 63","Gene 90"
"1238","Gene 63","Gene 91"
"1239","Gene 63","Gene 92"
"1240","Gene 63","Gene 100"
"1241","Gene 64","Gene 6"
"1242","Gene 64","Gene 11"
"1243","Gene 64","Gene 12"
"1244","Gene 64","Gene 13"
"1245","Gene 64","Gene 28"
"1246","Gene 64","Gene 30"
"1247","Gene 64","Gene 33"
"1248","Gene 64","Gene 43"
"1249","Gene 64","Gene 44"
"1250","Gene 64","Gene 49"
"1251","Gene 64","Gene 50"
"1252","Gene 64","Gene 53"
"1253","Gene 64","Gene 57"
"1254","Gene 64","Gene 62"
"1255","Gene 64","Gene 67"
"1256","Gene 64","Gene 69"
"1257","Gene 64","Gene 70"
"1258","Gene 64","Gene 72"
"1259","Gene 64","Gene 78"
"1260","Gene 64","Gene 79"
"1261","Gene 64","Gene 84"
"1262","Gene 64","Gene 92"
"1263","Gene 65","Gene 3"
"1264","Gene 65","Gene 16"
"1265","Gene 65","Gene 21"
"1266","Gene 65","Gene 23"
"1267","Gene 65","Gene 26"
"1268","Gene 65","Gene 28"
"1269","Gene 65","Gene 46"
"1270","Gene 65","Gene 49"
"1271","Gene 65","Gene 58"
"1272","Gene 65","Gene 62"
"1273","Gene 65","Gene 76"
"1274","Gene 65","Gene 80"
"1275","Gene 65","Gene 84"
"1276","Gene 65","Gene 86"
"1277","Gene 65","Gene 90"
"1278","Gene 65","Gene 94"
"1279","Gene 65","Gene 98"
"1280","Gene 66","Gene 11"
"1281","Gene 66","Gene 13"
"1282","Gene 66","Gene 18"
"1283","Gene 66","Gene 20"
"1284","Gene 66","Gene 30"
"1285","Gene 66","Gene 44"
"1286","Gene 66","Gene 45"
"1287","Gene 66","Gene 52"
"1288","Gene 66","Gene 55"
"1289","Gene 66","Gene 56"
"1290","Gene 66","Gene 79"
"1291","Gene 66","Gene 80"
"1292","Gene 66","Gene 84"
"1293","Gene 66","Gene 90"
"1294","Gene 66","Gene 91"
"1295","Gene 66","Gene 93"
"1296","Gene 66","Gene 95"
"1297","Gene 66","Gene 99"
"1298","Gene 67","Gene 3"
"1299","Gene 67","Gene 4"
"1300","Gene 67","Gene 5"
"1301","Gene 67","Gene 11"
"1302","Gene 67","Gene 12"
"1303","Gene 67","Gene 15"
"1304","Gene 67","Gene 18"
"1305","Gene 67","Gene 21"
"1306","Gene 67","Gene 23"
"1307","Gene 67","Gene 24"
"1308","Gene 67","Gene 31"
"1309","Gene 67","Gene 35"
"1310","Gene 67","Gene 38"
"1311","Gene 67","Gene 39"
"1312","Gene 67","Gene 40"
"1313","Gene 67","Gene 52"
"1314","Gene 67","Gene 59"
"1315","Gene 67","Gene 60"
"1316","Gene 67","Gene 63"
"1317","Gene 67","Gene 64"
"1318","Gene 67","Gene 70"
"1319","Gene 67","Gene 71"
"1320","Gene 67","Gene 73"
"1321","Gene 67","Gene 79"
"1322","Gene 67","Gene 85"
"1323","Gene 67","Gene 89"
"1324","Gene 67","Gene 91"
"1325","Gene 67","Gene 93"
"1326","Gene 67","Gene 99"
"1327","Gene 67","Gene 100"
"1328","Gene 68","Gene 8"
"1329","Gene 68","Gene 20"
"1330","Gene 68","Gene 22"
"1331","Gene 68","Gene 26"
"1332","Gene 68","Gene 32"
"1333","Gene 68","Gene 34"
"1334","Gene 68","Gene 35"
"1335","Gene 68","Gene 39"
"1336","Gene 68","Gene 44"
"1337","Gene 68","Gene 47"
"1338","Gene 68","Gene 78"
"1339","Gene 68","Gene 82"
"1340","Gene 68","Gene 83"
"1341","Gene 68","Gene 85"
"1342","Gene 68","Gene 86"
"1343","Gene 68","Gene 88"
"1344","Gene 68","Gene 89"
"1345","Gene 68","Gene 92"
"1346","Gene 69","Gene 3"
"1347","Gene 69","Gene 7"
"1348","Gene 69","Gene 8"
"1349","Gene 69","Gene 10"
"1350","Gene 69","Gene 14"
"1351","Gene 69","Gene 40"
"1352","Gene 69","Gene 48"
"1353","Gene 69","Gene 49"
"1354","Gene 69","Gene 51"
"1355","Gene 69","Gene 54"
"1356","Gene 69","Gene 56"
"1357","Gene 69","Gene 60"
"1358","Gene 69","Gene 64"
"1359","Gene 69","Gene 82"
"1360","Gene 69","Gene 92"
"1361","Gene 69","Gene 95"
"1362","Gene 69","Gene 98"
"1363","Gene 69","Gene 99"
"1364","Gene 70","Gene 9"
"1365","Gene 70","Gene 13"
"1366","Gene 70","Gene 19"
"1367","Gene 70","Gene 23"
"1368","Gene 70","Gene 24"
"1369","Gene 70","Gene 35"
"1370","Gene 70","Gene 38"
"1371","Gene 70","Gene 39"
"1372","Gene 70","Gene 43"
"1373","Gene 70","Gene 47"
"1374","Gene 70","Gene 49"
"1375","Gene 70","Gene 50"
"1376","Gene 70","Gene 64"
"1377","Gene 70","Gene 67"
"1378","Gene 70","Gene 72"
"1379","Gene 70","Gene 76"
"1380","Gene 70","Gene 77"
"1381","Gene 70","Gene 82"
"1382","Gene 70","Gene 91"
"1383","Gene 70","Gene 95"
"1384","Gene 70","Gene 100"
"1385","Gene 71","Gene 2"
"1386","Gene 71","Gene 3"
"1387","Gene 71","Gene 8"
"1388","Gene 71","Gene 9"
"1389","Gene 71","Gene 14"
"1390","Gene 71","Gene 16"
"1391","Gene 71","Gene 20"
"1392","Gene 71","Gene 23"
"1393","Gene 71","Gene 27"
"1394","Gene 71","Gene 32"
"1395","Gene 71","Gene 39"
"1396","Gene 71","Gene 40"
"1397","Gene 71","Gene 44"
"1398","Gene 71","Gene 48"
"1399","Gene 71","Gene 58"
"1400","Gene 71","Gene 67"
"1401","Gene 71","Gene 72"
"1402","Gene 71","Gene 76"
"1403","Gene 71","Gene 81"
"1404","Gene 71","Gene 84"
"1405","Gene 71","Gene 87"
"1406","Gene 71","Gene 97"
"1407","Gene 71","Gene 99"
"1408","Gene 72","Gene 8"
"1409","Gene 72","Gene 12"
"1410","Gene 72","Gene 17"
"1411","Gene 72","Gene 23"
"1412","Gene 72","Gene 29"
"1413","Gene 72","Gene 30"
"1414","Gene 72","Gene 31"
"1415","Gene 72","Gene 35"
"1416","Gene 72","Gene 49"
"1417","Gene 72","Gene 51"
"1418","Gene 72","Gene 53"
"1419","Gene 72","Gene 58"
"1420","Gene 72","Gene 61"
"1421","Gene 72","Gene 64"
"1422","Gene 72","Gene 70"
"1423","Gene 72","Gene 71"
"1424","Gene 72","Gene 73"
"1425","Gene 72","Gene 76"
"1426","Gene 72","Gene 79"
"1427","Gene 72","Gene 82"
"1428","Gene 72","Gene 84"
"1429","Gene 72","Gene 87"
"1430","Gene 72","Gene 91"
"1431","Gene 73","Gene 4"
"1432","Gene 73","Gene 5"
"1433","Gene 73","Gene 6"
"1434","Gene 73","Gene 8"
"1435","Gene 73","Gene 17"
"1436","Gene 73","Gene 31"
"1437","Gene 73","Gene 34"
"1438","Gene 73","Gene 41"
"1439","Gene 73","Gene 62"
"1440","Gene 73","Gene 67"
"1441","Gene 73","Gene 72"
"1442","Gene 73","Gene 74"
"1443","Gene 73","Gene 79"
"1444","Gene 73","Gene 83"
"1445","Gene 73","Gene 91"
"1446","Gene 73","Gene 95"
"1447","Gene 73","Gene 97"
"1448","Gene 74","Gene 8"
"1449","Gene 74","Gene 18"
"1450","Gene 74","Gene 24"
"1451","Gene 74","Gene 26"
"1452","Gene 74","Gene 27"
"1453","Gene 74","Gene 41"
"1454","Gene 74","Gene 52"
"1455","Gene 74","Gene 59"
"1456","Gene 74","Gene 73"
"1457","Gene 74","Gene 75"
"1458","Gene 74","Gene 78"
"1459","Gene 74","Gene 82"
"1460","Gene 74","Gene 83"
"1461","Gene 74","Gene 84"
"1462","Gene 74","Gene 87"
"1463","Gene 74","Gene 95"
"1464","Gene 74","Gene 97"
"1465","Gene 74","Gene 99"
"1466","Gene 74","Gene 100"
"1467","Gene 75","Gene 9"
"1468","Gene 75","Gene 12"
"1469","Gene 75","Gene 16"
"1470","Gene 75","Gene 22"
"1471","Gene 75","Gene 23"
"1472","Gene 75","Gene 32"
"1473","Gene 75","Gene 38"
"1474","Gene 75","Gene 48"
"1475","Gene 75","Gene 74"
"1476","Gene 75","Gene 81"
"1477","Gene 75","Gene 86"
"1478","Gene 75","Gene 87"
"1479","Gene 76","Gene 10"
"1480","Gene 76","Gene 27"
"1481","Gene 76","Gene 29"
"1482","Gene 76","Gene 30"
"1483","Gene 76","Gene 36"
"1484","Gene 76","Gene 44"
"1485","Gene 76","Gene 51"
"1486","Gene 76","Gene 52"
"1487","Gene 76","Gene 59"
"1488","Gene 76","Gene 62"
"1489","Gene 76","Gene 63"
"1490","Gene 76","Gene 65"
"1491","Gene 76","Gene 70"
"1492","Gene 76","Gene 71"
"1493","Gene 76","Gene 72"
"1494","Gene 76","Gene 86"
"1495","Gene 76","Gene 92"
"1496","Gene 76","Gene 99"
"1497","Gene 77","Gene 5"
"1498","Gene 77","Gene 17"
"1499","Gene 77","Gene 19"
"1500","Gene 77","Gene 26"
"1501","Gene 77","Gene 36"
"1502","Gene 77","Gene 37"
"1503","Gene 77","Gene 42"
"1504","Gene 77","Gene 44"
"1505","Gene 77","Gene 46"
"1506","Gene 77","Gene 48"
"1507","Gene 77","Gene 50"
"1508","Gene 77","Gene 51"
"1509","Gene 77","Gene 70"
"1510","Gene 77","Gene 79"
"1511","Gene 77","Gene 80"
"1512","Gene 77","Gene 86"
"1513","Gene 77","Gene 88"
"1514","Gene 77","Gene 89"
"1515","Gene 77","Gene 90"
"1516","Gene 77","Gene 93"
"1517","Gene 78","Gene 4"
"1518","Gene 78","Gene 9"
"1519","Gene 78","Gene 13"
"1520","Gene 78","Gene 15"
"1521","Gene 78","Gene 17"
"1522","Gene 78","Gene 21"
"1523","Gene 78","Gene 24"
"1524","Gene 78","Gene 27"
"1525","Gene 78","Gene 30"
"1526","Gene 78","Gene 36"
"1527","Gene 78","Gene 37"
"1528","Gene 78","Gene 48"
"1529","Gene 78","Gene 50"
"1530","Gene 78","Gene 52"
"1531","Gene 78","Gene 61"
"1532","Gene 78","Gene 62"
"1533","Gene 78","Gene 64"
"1534","Gene 78","Gene 68"
"1535","Gene 78","Gene 74"
"1536","Gene 78","Gene 81"
"1537","Gene 78","Gene 87"
"1538","Gene 78","Gene 88"
"1539","Gene 78","Gene 96"
"1540","Gene 78","Gene 97"
"1541","Gene 78","Gene 98"
"1542","Gene 79","Gene 7"
"1543","Gene 79","Gene 8"
"1544","Gene 79","Gene 12"
"1545","Gene 79","Gene 22"
"1546","Gene 79","Gene 25"
"1547","Gene 79","Gene 30"
"1548","Gene 79","Gene 31"
"1549","Gene 79","Gene 32"
"1550","Gene 79","Gene 37"
"1551","Gene 79","Gene 40"
"1552","Gene 79","Gene 41"
"1553","Gene 79","Gene 46"
"1554","Gene 79","Gene 56"
"1555","Gene 79","Gene 60"
"1556","Gene 79","Gene 64"
"1557","Gene 79","Gene 66"
"1558","Gene 79","Gene 67"
"1559","Gene 79","Gene 72"
"1560","Gene 79","Gene 73"
"1561","Gene 79","Gene 77"
"1562","Gene 79","Gene 83"
"1563","Gene 79","Gene 84"
"1564","Gene 79","Gene 85"
"1565","Gene 80","Gene 1"
"1566","Gene 80","Gene 7"
"1567","Gene 80","Gene 10"
"1568","Gene 80","Gene 17"
"1569","Gene 80","Gene 26"
"1570","Gene 80","Gene 27"
"1571","Gene 80","Gene 29"
"1572","Gene 80","Gene 31"
"1573","Gene 80","Gene 34"
"1574","Gene 80","Gene 38"
"1575","Gene 80","Gene 40"
"1576","Gene 80","Gene 41"
"1577","Gene 80","Gene 46"
"1578","Gene 80","Gene 49"
"1579","Gene 80","Gene 61"
"1580","Gene 80","Gene 65"
"1581","Gene 80","Gene 66"
"1582","Gene 80","Gene 77"
"1583","Gene 80","Gene 87"
"1584","Gene 80","Gene 92"
"1585","Gene 80","Gene 96"
"1586","Gene 80","Gene 97"
"1587","Gene 80","Gene 99"
"1588","Gene 81","Gene 2"
"1589","Gene 81","Gene 6"
"1590","Gene 81","Gene 10"
"1591","Gene 81","Gene 22"
"1592","Gene 81","Gene 27"
"1593","Gene 81","Gene 31"
"1594","Gene 81","Gene 47"
"1595","Gene 81","Gene 50"
"1596","Gene 81","Gene 51"
"1597","Gene 81","Gene 55"
"1598","Gene 81","Gene 59"
"1599","Gene 81","Gene 71"
"1600","Gene 81","Gene 75"
"1601","Gene 81","Gene 78"
"1602","Gene 81","Gene 91"
"1603","Gene 81","Gene 96"
"1604","Gene 82","Gene 2"
"1605","Gene 82","Gene 20"
"1606","Gene 82","Gene 41"
"1607","Gene 82","Gene 42"
"1608","Gene 82","Gene 47"
"1609","Gene 82","Gene 51"
"1610","Gene 82","Gene 53"
"1611","Gene 82","Gene 54"
"1612","Gene 82","Gene 60"
"1613","Gene 82","Gene 68"
"1614","Gene 82","Gene 69"
"1615","Gene 82","Gene 70"
"1616","Gene 82","Gene 72"
"1617","Gene 82","Gene 74"
"1618","Gene 82","Gene 83"
"1619","Gene 82","Gene 84"
"1620","Gene 82","Gene 94"
"1621","Gene 82","Gene 95"
"1622","Gene 82","Gene 97"
"1623","Gene 83","Gene 2"
"1624","Gene 83","Gene 6"
"1625","Gene 83","Gene 13"
"1626","Gene 83","Gene 15"
"1627","Gene 83","Gene 25"
"1628","Gene 83","Gene 27"
"1629","Gene 83","Gene 34"
"1630","Gene 83","Gene 38"
"1631","Gene 83","Gene 39"
"1632","Gene 83","Gene 41"
"1633","Gene 83","Gene 43"
"1634","Gene 83","Gene 47"
"1635","Gene 83","Gene 63"
"1636","Gene 83","Gene 68"
"1637","Gene 83","Gene 73"
"1638","Gene 83","Gene 74"
"1639","Gene 83","Gene 79"
"1640","Gene 83","Gene 82"
"1641","Gene 83","Gene 92"
"1642","Gene 83","Gene 96"
"1643","Gene 84","Gene 3"
"1644","Gene 84","Gene 6"
"1645","Gene 84","Gene 12"
"1646","Gene 84","Gene 17"
"1647","Gene 84","Gene 18"
"1648","Gene 84","Gene 23"
"1649","Gene 84","Gene 24"
"1650","Gene 84","Gene 33"
"1651","Gene 84","Gene 42"
"1652","Gene 84","Gene 43"
"1653","Gene 84","Gene 48"
"1654","Gene 84","Gene 49"
"1655","Gene 84","Gene 62"
"1656","Gene 84","Gene 64"
"1657","Gene 84","Gene 65"
"1658","Gene 84","Gene 66"
"1659","Gene 84","Gene 71"
"1660","Gene 84","Gene 72"
"1661","Gene 84","Gene 74"
"1662","Gene 84","Gene 79"
"1663","Gene 84","Gene 82"
"1664","Gene 84","Gene 87"
"1665","Gene 84","Gene 97"
"1666","Gene 85","Gene 7"
"1667","Gene 85","Gene 8"
"1668","Gene 85","Gene 22"
"1669","Gene 85","Gene 23"
"1670","Gene 85","Gene 34"
"1671","Gene 85","Gene 35"
"1672","Gene 85","Gene 44"
"1673","Gene 85","Gene 46"
"1674","Gene 85","Gene 54"
"1675","Gene 85","Gene 58"
"1676","Gene 85","Gene 63"
"1677","Gene 85","Gene 67"
"1678","Gene 85","Gene 68"
"1679","Gene 85","Gene 79"
"1680","Gene 85","Gene 86"
"1681","Gene 85","Gene 90"
"1682","Gene 85","Gene 92"
"1683","Gene 85","Gene 99"
"1684","Gene 85","Gene 100"
"1685","Gene 86","Gene 2"
"1686","Gene 86","Gene 3"
"1687","Gene 86","Gene 20"
"1688","Gene 86","Gene 22"
"1689","Gene 86","Gene 32"
"1690","Gene 86","Gene 33"
"1691","Gene 86","Gene 40"
"1692","Gene 86","Gene 55"
"1693","Gene 86","Gene 56"
"1694","Gene 86","Gene 58"
"1695","Gene 86","Gene 59"
"1696","Gene 86","Gene 62"
"1697","Gene 86","Gene 63"
"1698","Gene 86","Gene 65"
"1699","Gene 86","Gene 68"
"1700","Gene 86","Gene 75"
"1701","Gene 86","Gene 76"
"1702","Gene 86","Gene 77"
"1703","Gene 86","Gene 85"
