"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 232",8,25,36,46,16,14,17,4,32,12,16,15,15,9,2,6,9,8,21,66,21,33,6,21,45,9,1,1,6,10,0,8,6,13,0,10,5,25,36,6,13,8,17,3,12,10,5,4,20,0,8,0,0,17,1,12,3,32,11,9,20,0,5,16,0,0,0,3,0,0,7,7,0,0,21,2,0,0,0,17,6,0,5,5,4,0,6,23,0,3,0,0,0,0,0,0,0,3,0,0
"Cell 233",20,47,22,44,30,13,39,21,38,14,19,17,17,13,8,18,18,9,13,99,30,14,24,12,23,9,7,3,6,10,0,17,9,17,3,21,8,15,24,1,6,7,10,13,6,5,3,0,5,0,4,0,0,10,0,0,0,12,10,21,22,0,1,4,0,3,4,5,5,0,11,0,0,3,10,8,0,4,0,2,4,0,6,9,0,0,2,20,0,1,0,0,0,0,0,0,0,1,0,0
"Cell 234",14,32,34,21,28,12,16,9,33,12,15,17,19,16,2,17,20,30,13,61,24,38,9,6,14,6,6,4,12,5,0,5,10,14,0,12,11,36,23,5,15,7,12,9,9,10,0,0,10,0,7,0,0,20,0,0,0,12,19,66,10,0,7,7,4,0,4,3,0,0,4,2,0,0,9,0,0,5,1,3,7,0,4,4,0,2,3,11,0,8,0,0,0,0,0,0,0,0,0,0
"Cell 235",23,30,20,20,18,18,21,11,43,22,13,15,24,12,0,10,17,22,26,61,58,14,12,11,24,6,1,8,18,2,0,8,14,20,0,13,11,31,18,13,12,19,13,10,9,6,0,6,18,1,4,0,0,14,2,5,0,15,15,28,29,0,2,15,1,1,7,0,4,0,3,0,0,2,17,7,0,7,0,0,0,1,4,9,3,0,13,12,0,4,0,0,0,0,0,0,0,3,0,0
"Cell 236",36,25,26,15,15,12,19,11,47,4,10,18,19,8,0,20,9,16,33,49,19,28,2,12,34,7,6,10,19,11,0,22,3,7,3,2,10,28,42,9,17,3,7,10,4,10,4,3,9,0,2,0,0,5,6,2,2,17,8,24,12,0,14,5,0,0,0,0,0,0,5,6,3,2,16,3,0,1,0,18,3,0,6,9,0,0,7,17,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 237",21,19,19,27,18,5,20,31,31,9,24,20,20,7,0,16,7,11,23,64,48,25,8,25,15,14,2,12,8,13,0,7,0,10,0,4,8,8,21,8,8,3,7,7,8,2,4,8,21,0,6,0,0,9,5,16,4,19,15,10,27,0,5,4,0,3,0,0,0,0,3,2,2,0,11,7,0,4,0,2,0,0,3,11,0,1,3,10,0,0,0,0,0,0,0,0,0,7,0,0
"Cell 238",27,37,28,29,14,7,38,17,28,5,10,30,15,6,7,11,14,15,26,74,30,22,11,16,15,9,2,12,16,11,0,15,4,7,3,14,6,23,52,9,10,9,16,8,15,8,6,2,13,1,6,0,0,17,5,2,5,19,7,23,23,0,11,15,0,0,2,1,1,0,7,2,0,0,16,4,0,6,0,2,3,0,7,13,0,0,12,18,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 239",17,29,35,13,30,16,24,9,39,13,24,18,19,19,1,10,16,25,17,57,38,27,9,24,21,11,14,18,12,6,0,13,3,14,0,8,24,13,30,10,5,5,18,11,13,7,3,1,9,0,3,0,0,8,0,1,0,44,19,20,13,0,0,9,0,2,3,0,1,0,6,5,2,0,7,3,0,1,0,5,2,0,7,17,0,0,3,20,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 240",29,47,17,17,24,11,19,22,25,16,25,10,13,12,5,23,29,23,19,93,51,35,9,5,32,10,3,13,29,14,0,5,5,21,0,9,11,21,35,29,14,4,4,18,5,8,0,14,6,0,8,0,0,9,0,0,2,13,17,32,23,0,5,6,0,2,5,8,8,0,0,0,3,0,13,4,0,13,0,8,1,0,9,5,2,0,11,14,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 241",41,37,6,31,18,0,17,14,35,7,23,8,13,8,1,14,23,19,11,117,40,21,7,10,14,4,4,7,12,14,0,12,9,10,0,11,14,37,50,3,16,6,12,9,4,7,0,12,10,0,10,0,1,9,0,0,11,7,7,32,12,0,14,3,0,2,4,2,11,0,8,0,2,0,15,11,0,5,0,11,1,0,6,9,0,0,10,16,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 242",24,17,37,26,10,23,21,4,61,12,16,16,30,16,0,10,22,22,23,81,21,34,3,18,19,9,3,5,4,11,0,17,4,5,5,6,13,22,31,6,14,15,17,8,0,14,3,3,5,0,7,0,0,11,0,0,0,18,15,43,27,0,6,6,0,3,0,1,0,0,8,1,0,0,18,3,0,6,0,6,5,0,10,1,3,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 243",26,48,19,24,15,11,21,12,24,16,27,18,8,13,0,21,27,8,16,78,56,33,13,8,14,15,6,18,33,14,0,17,6,20,0,6,11,22,41,19,14,7,10,12,6,14,0,7,9,0,10,0,3,5,0,13,3,29,16,30,15,0,7,17,0,0,4,2,5,0,14,0,1,0,10,4,0,4,0,1,1,0,1,14,0,2,8,8,0,8,0,0,1,0,0,1,0,0,0,0
"Cell 244",17,25,27,23,24,14,17,6,26,13,19,10,6,15,7,15,20,19,17,79,39,38,11,12,30,7,6,1,15,12,0,10,12,22,0,19,8,16,23,13,16,8,6,8,21,4,0,7,3,0,6,0,0,10,0,4,4,13,10,40,19,0,3,18,0,1,9,0,1,0,5,0,0,0,11,6,0,5,0,5,1,0,3,10,0,0,9,7,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 245",17,23,24,15,18,9,20,7,45,5,18,21,21,6,4,16,6,12,14,81,9,32,3,28,22,14,6,6,8,14,0,18,3,11,0,9,10,27,60,6,9,1,13,7,6,8,9,4,13,0,7,1,0,16,1,9,0,14,6,25,10,0,13,7,0,0,0,0,0,0,7,7,0,0,33,8,0,0,0,7,4,0,0,5,0,0,9,16,0,0,2,0,0,0,0,0,0,0,0,0
"Cell 246",17,28,18,40,27,2,41,8,36,19,39,23,17,20,3,27,22,21,14,98,37,27,7,17,27,11,6,7,12,15,0,10,4,10,5,8,11,31,40,12,9,17,6,12,14,11,0,0,6,0,3,0,0,12,0,6,10,4,11,27,17,0,7,9,0,2,5,2,3,0,6,1,0,0,12,7,0,3,0,4,2,0,19,5,0,0,5,16,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 247",35,30,15,22,10,4,14,6,39,8,15,13,23,6,3,26,27,14,14,100,19,24,10,15,29,6,8,4,16,12,0,9,7,18,0,6,8,30,33,6,17,2,14,6,10,3,0,12,12,3,5,0,1,12,0,3,3,29,17,45,17,0,9,5,0,2,5,7,7,0,3,3,1,0,32,4,0,5,0,7,0,0,9,5,0,0,20,9,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 248",24,28,26,14,15,7,20,10,25,9,11,16,11,5,2,11,30,17,23,74,44,29,6,18,33,6,1,11,11,4,0,10,17,8,0,11,15,16,33,6,25,11,11,10,11,6,0,6,11,1,2,0,0,8,0,4,0,16,10,46,25,0,7,10,0,4,9,3,5,0,10,3,3,3,21,3,0,0,0,8,0,0,0,5,0,0,13,19,0,5,0,0,0,0,0,1,0,2,0,0
"Cell 249",9,23,24,41,22,5,11,14,29,6,19,14,14,8,1,14,12,20,21,70,35,42,12,22,13,10,5,2,19,7,0,10,5,9,5,7,21,28,70,2,11,4,21,6,14,9,7,4,6,1,4,0,0,15,1,0,0,10,13,18,18,0,3,22,0,1,1,3,0,0,8,1,0,0,25,8,0,2,0,2,8,0,3,13,0,2,11,25,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 250",17,20,37,25,20,2,20,11,36,9,26,15,28,8,0,16,6,17,30,91,54,23,9,27,11,16,4,3,11,16,0,20,12,12,5,5,11,28,24,9,16,2,9,7,17,9,2,2,2,0,5,0,0,7,0,5,0,15,15,27,30,0,1,3,0,5,2,5,0,0,6,4,0,0,14,0,0,0,0,0,6,0,11,4,0,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 251",24,36,20,19,15,8,22,18,50,18,21,19,16,10,0,33,27,21,21,108,22,28,7,17,22,8,1,6,15,21,0,7,9,19,2,2,18,34,43,6,5,3,23,3,11,10,0,1,10,0,4,0,0,4,0,3,0,18,16,30,21,0,6,14,0,2,8,4,4,0,3,5,8,0,15,4,0,6,0,4,1,0,3,5,0,3,10,14,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 252",33,19,15,22,17,18,36,10,35,4,25,15,17,7,0,18,11,16,21,102,38,24,13,9,19,12,5,4,8,21,0,6,3,16,0,10,3,16,51,10,15,15,13,14,2,7,5,13,9,1,5,0,0,8,1,2,3,25,9,16,22,0,11,11,0,0,9,2,0,2,19,2,0,0,17,5,0,5,0,9,1,0,0,6,0,0,8,17,0,3,0,0,0,0,0,2,0,0,0,2
"Cell 253",34,62,16,13,19,10,13,22,43,3,18,9,10,5,0,41,27,12,21,89,13,14,4,11,13,5,0,7,28,9,0,16,9,14,0,5,8,7,44,8,8,7,6,9,6,3,3,10,13,0,3,0,2,15,0,4,7,18,7,24,31,0,9,7,0,0,7,8,13,0,6,7,8,0,43,2,0,4,0,4,0,0,0,17,4,0,6,13,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 254",17,16,23,9,30,6,36,9,35,17,15,8,30,23,5,10,24,25,18,88,38,30,9,6,35,12,6,3,1,6,0,14,6,20,0,13,18,24,32,20,11,13,14,5,9,7,0,4,13,1,5,0,0,17,0,0,3,28,22,35,20,0,1,19,0,0,7,5,0,0,11,0,0,0,12,1,0,7,1,7,3,0,5,5,2,0,7,15,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 255",22,47,12,20,24,10,20,16,32,19,27,16,15,13,1,29,20,16,20,80,37,14,12,30,30,15,0,6,17,13,0,10,8,16,0,6,8,14,46,9,10,9,6,14,20,8,0,5,10,0,1,0,0,6,7,10,6,22,15,37,17,0,5,8,0,1,8,5,10,0,12,5,2,0,25,5,0,0,0,3,0,0,2,16,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 256",39,27,25,49,17,5,38,21,30,10,17,18,14,14,2,13,12,18,8,119,46,26,7,10,16,21,7,12,12,14,0,13,6,7,2,16,8,12,32,6,9,9,9,11,7,11,2,2,14,0,6,0,0,11,0,7,4,12,5,16,12,0,1,8,0,0,3,0,0,0,3,0,14,2,15,4,0,3,0,11,6,0,9,6,0,0,8,7,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 257",28,33,15,10,23,6,51,10,30,8,12,6,23,14,0,18,21,8,24,65,51,15,13,11,27,14,12,9,14,11,0,8,6,11,0,11,15,11,32,11,8,6,8,20,26,9,6,6,10,0,10,0,0,13,0,0,7,16,14,30,13,0,5,6,0,0,3,0,9,0,3,0,0,0,3,3,0,15,0,2,0,0,10,20,0,0,11,19,0,9,0,0,0,0,0,0,0,3,0,0
"Cell 258",26,33,32,10,24,15,14,24,24,17,29,19,8,16,0,18,24,21,5,133,38,25,7,14,28,9,11,3,13,6,0,16,10,15,0,11,17,24,43,3,13,5,5,11,0,11,0,2,6,2,6,0,1,12,0,0,0,28,23,22,10,0,5,8,0,3,3,6,3,0,14,2,1,0,18,3,0,6,0,8,0,0,0,13,0,0,5,10,0,9,0,0,0,0,0,1,0,0,0,0
"Cell 259",11,30,23,26,18,10,21,19,40,4,19,21,16,8,0,13,15,20,17,74,40,26,3,29,31,13,5,4,10,8,0,22,6,10,1,10,6,26,29,13,10,7,15,4,14,0,1,0,9,2,7,0,0,10,4,4,0,43,18,17,7,0,2,12,0,1,2,0,2,0,10,10,2,0,29,0,0,0,0,7,2,0,0,19,0,0,2,11,0,1,0,0,0,0,0,1,0,0,0,0
"Cell 260",13,39,20,19,24,9,22,10,55,7,27,11,16,8,0,17,37,19,12,56,21,23,4,8,17,7,13,19,36,7,0,3,4,12,0,3,17,12,36,6,16,3,11,8,13,4,0,6,16,0,3,0,0,11,0,0,6,12,7,20,4,0,9,10,0,0,4,0,3,0,6,1,1,0,11,10,0,5,0,1,3,0,10,14,0,0,5,9,0,1,2,0,0,0,0,0,0,0,0,0
"Cell 261",26,22,16,21,23,2,28,16,54,9,25,24,19,9,0,7,8,25,21,54,29,27,8,10,18,3,4,12,7,10,0,24,5,16,0,9,16,26,48,3,3,14,8,10,8,4,3,3,11,0,9,0,0,11,5,3,2,16,9,17,18,0,6,6,0,4,4,3,4,0,11,2,2,0,10,1,0,3,0,6,0,0,0,10,0,0,6,15,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 262",20,35,33,14,18,18,15,22,26,4,32,12,14,6,1,16,17,22,16,66,24,32,15,11,16,4,3,6,38,16,0,15,10,9,0,10,11,28,49,7,16,12,19,10,9,11,0,10,5,0,2,0,0,6,2,2,5,8,11,18,11,0,9,11,0,0,3,6,0,0,6,1,1,0,16,3,0,9,0,2,5,0,5,6,0,0,15,12,0,6,1,0,0,0,0,0,1,0,0,0
"Cell 263",26,31,20,22,15,19,19,5,29,9,14,23,11,4,4,7,14,16,21,61,39,14,10,14,28,9,0,6,18,8,0,18,11,10,0,13,10,24,45,15,1,6,22,8,21,11,3,2,8,0,2,0,1,11,5,3,4,20,8,31,17,0,3,13,0,2,9,0,1,0,5,3,0,0,30,9,0,8,0,10,4,0,6,7,1,0,14,10,0,3,0,0,0,0,1,0,0,1,0,0
"Cell 264",17,24,37,26,15,7,25,15,25,7,20,19,16,14,3,9,17,27,20,44,41,27,8,26,18,7,1,6,4,17,0,13,6,20,0,5,14,15,26,5,9,3,24,12,16,4,3,13,4,0,5,0,0,21,6,12,0,22,6,12,16,0,5,8,0,0,5,0,4,0,9,9,3,0,19,7,0,1,0,2,0,0,3,6,0,1,10,28,0,0,0,0,0,0,0,0,0,5,0,0
"Cell 265",24,44,21,19,16,12,14,20,35,3,32,19,7,6,0,14,17,14,19,59,19,9,13,7,17,9,3,9,14,14,2,16,3,12,0,7,14,11,44,7,8,5,11,13,16,16,6,2,19,0,5,0,0,9,3,1,4,18,6,24,17,0,12,12,0,0,7,1,9,0,16,0,0,0,25,11,0,15,0,6,0,0,5,13,0,0,13,21,0,2,0,0,0,0,0,1,0,0,0,0
"Cell 266",16,33,18,35,28,9,10,4,25,15,14,18,8,8,4,20,54,13,13,87,31,22,8,10,26,10,15,10,21,11,0,3,14,5,5,9,12,37,36,8,9,12,6,18,15,1,0,7,5,0,2,0,0,24,0,0,0,11,13,46,4,0,6,4,0,0,5,12,11,0,8,0,5,0,18,4,0,7,0,13,0,1,5,7,0,1,10,5,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 267",36,52,9,18,22,7,16,19,22,12,18,26,8,10,7,20,18,9,8,59,63,10,12,8,45,10,2,7,19,7,0,19,17,23,0,17,4,20,40,22,9,6,4,18,9,3,2,9,8,0,9,0,1,12,0,0,11,9,11,37,33,0,2,9,0,1,4,0,12,0,8,0,4,0,22,7,0,6,0,1,0,0,4,14,0,0,11,19,0,6,0,0,0,0,0,0,0,1,1,0
"Cell 268",31,36,27,11,10,3,20,12,35,1,31,19,7,0,1,12,12,15,32,73,17,16,8,12,5,5,0,7,11,13,1,14,2,6,0,8,11,23,55,14,6,9,19,15,2,4,6,3,23,0,5,0,0,3,0,0,2,18,2,29,14,0,11,8,0,4,10,0,1,1,0,1,11,0,11,1,0,6,0,8,2,0,11,9,1,0,18,13,0,0,0,0,0,0,0,2,1,0,0,0
"Cell 269",19,30,16,24,29,12,12,14,28,16,21,27,24,17,7,13,19,37,15,79,39,32,22,9,31,8,5,12,6,4,0,5,15,19,0,14,11,11,36,14,11,11,5,14,17,9,0,6,6,0,14,0,0,14,0,5,0,6,5,48,8,0,5,6,0,0,0,0,5,0,14,0,0,0,29,0,0,13,0,6,0,0,0,3,0,9,3,17,0,8,0,1,1,0,0,0,0,0,0,0
"Cell 270",30,39,22,46,16,14,22,14,35,4,35,23,16,4,0,12,9,27,24,65,17,31,6,17,18,16,4,15,21,15,0,13,4,14,0,5,8,20,46,3,16,11,13,12,17,1,3,6,16,0,6,0,0,11,0,3,0,27,9,16,23,0,8,9,0,0,7,2,3,0,9,6,0,0,32,2,0,1,0,9,11,0,2,6,0,0,7,8,0,1,0,0,0,0,0,0,0,0,0,2
"Cell 271",25,20,41,15,20,9,15,9,37,10,23,9,21,10,2,3,18,18,19,73,37,21,14,8,35,3,7,13,11,9,0,7,6,7,2,4,19,19,51,7,6,9,10,17,14,15,6,3,9,0,4,0,0,6,0,0,0,15,8,30,16,0,11,5,0,0,3,0,0,2,2,0,1,0,27,13,0,7,0,7,1,0,11,10,0,4,10,26,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 272",33,34,16,33,21,8,19,14,47,16,24,9,17,7,0,14,17,8,13,46,51,17,4,6,21,5,8,5,32,6,0,19,11,26,0,16,16,25,50,4,23,2,4,16,23,4,0,5,14,2,1,0,0,3,1,0,6,12,13,50,16,0,1,7,0,1,6,0,3,1,18,0,0,0,19,4,1,8,0,6,0,0,0,17,3,0,11,6,0,4,0,2,0,0,0,0,0,2,1,0
"Cell 273",22,14,31,19,20,10,29,6,30,9,24,24,29,9,0,12,16,29,21,80,30,49,4,24,44,7,2,3,3,13,0,8,7,9,0,7,5,38,18,4,6,16,11,13,7,3,0,8,1,0,2,0,0,20,0,12,0,28,9,16,27,0,7,15,0,0,4,0,0,0,7,6,7,5,23,4,0,0,0,2,5,0,2,5,0,1,7,13,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 274",16,30,14,20,24,10,33,3,25,10,28,19,11,11,5,26,24,19,13,74,32,29,19,6,22,12,10,3,7,16,0,13,6,19,2,13,10,36,30,7,11,5,13,4,9,2,0,4,10,0,11,0,0,22,0,3,2,19,24,28,7,0,1,22,0,5,0,0,4,0,12,2,3,0,14,6,0,2,0,0,0,0,2,6,0,0,4,11,2,5,0,0,0,0,0,0,0,0,0,0
"Cell 275",39,27,20,26,20,4,16,14,42,10,26,20,17,8,0,7,8,10,14,45,34,15,13,13,14,15,7,11,8,15,0,21,3,9,0,12,15,16,45,11,6,17,8,10,16,14,7,6,14,0,12,0,0,15,3,3,6,18,12,29,15,0,6,7,0,0,0,2,2,0,6,6,1,0,16,4,0,6,0,2,6,0,10,8,0,0,4,10,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 276",32,31,20,18,22,9,20,22,30,19,33,12,8,5,3,13,24,11,15,70,37,19,16,7,19,16,3,4,7,17,0,18,16,28,0,11,17,24,34,21,14,3,2,11,9,3,0,9,17,0,4,0,0,15,0,0,3,3,14,23,14,0,4,10,0,2,5,0,6,0,16,0,5,0,9,4,0,15,0,2,0,0,3,11,3,0,12,23,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 277",22,16,34,34,10,7,7,12,44,6,14,6,17,2,0,9,11,15,21,68,23,23,5,15,4,3,2,6,15,2,0,13,3,9,0,11,14,29,42,2,5,9,12,12,12,3,2,5,17,0,4,0,0,10,2,2,1,25,5,26,14,0,14,8,0,0,3,0,0,0,1,2,0,0,18,6,0,7,0,10,4,0,7,8,0,1,8,10,0,0,6,0,0,0,0,0,0,0,0,0
"Cell 278",21,18,18,28,28,15,22,15,41,15,12,14,23,17,0,4,4,8,13,80,52,21,8,25,16,7,8,4,5,16,0,20,4,25,1,6,10,15,21,11,8,8,18,8,13,6,7,1,14,1,3,0,0,14,5,9,6,17,17,16,12,0,5,10,0,2,0,0,0,0,6,3,0,0,25,5,0,3,0,1,5,0,9,8,0,2,5,7,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 279",29,23,16,19,22,9,33,13,44,7,38,22,21,7,0,11,26,6,16,57,46,19,6,11,23,9,6,16,9,10,0,6,9,19,0,11,17,24,31,13,12,8,8,7,16,6,4,7,8,0,7,0,0,6,0,2,8,15,11,32,10,0,2,8,0,0,3,0,5,0,10,0,2,0,14,14,0,4,0,3,1,0,4,6,7,0,9,8,2,6,0,0,0,0,0,2,0,0,0,0
"Cell 280",48,8,30,28,23,8,15,14,37,10,15,26,16,7,3,4,11,19,7,86,25,39,7,7,22,5,16,17,4,9,0,13,8,10,0,23,6,28,19,4,16,4,7,15,12,0,0,3,11,0,6,0,0,20,1,9,1,9,14,22,10,0,4,5,0,0,0,0,0,0,6,0,1,0,17,4,0,7,0,10,0,0,0,11,0,0,5,9,1,7,2,0,0,0,0,0,0,5,0,0
"Cell 281",15,67,17,20,17,17,15,19,22,7,29,18,7,11,3,33,30,10,19,93,33,14,9,10,25,6,5,8,16,17,0,8,7,21,9,12,18,20,15,9,13,11,8,20,11,11,0,4,7,0,16,0,0,1,0,0,4,17,7,33,14,0,7,10,0,0,3,9,6,0,5,0,2,0,12,1,0,9,0,5,1,0,3,8,0,0,9,14,0,0,0,0,2,0,0,0,0,0,0,0
"Cell 282",24,20,10,24,24,31,12,8,41,9,17,22,33,16,1,23,31,15,11,70,39,21,13,7,22,6,4,1,6,13,0,4,4,22,0,14,6,21,28,16,16,1,8,19,13,10,1,7,6,0,10,0,0,7,1,7,11,34,14,35,15,0,6,7,0,0,0,0,9,0,12,0,0,0,20,0,0,11,0,2,0,0,3,6,0,0,8,17,0,9,0,0,0,0,0,0,0,0,0,0
"Cell 283",29,23,32,19,14,6,26,7,30,6,24,9,17,6,0,9,7,13,38,78,38,16,5,19,17,11,0,8,17,8,0,24,9,6,0,7,14,24,15,16,14,12,12,9,10,10,5,10,6,0,10,0,0,12,0,6,3,20,7,24,24,0,8,15,0,0,4,0,0,1,5,15,0,0,33,7,0,0,0,5,6,0,5,4,0,0,24,8,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 284",19,35,27,17,25,12,28,5,31,5,25,19,12,7,0,12,22,17,14,49,26,26,4,18,13,12,8,19,15,5,0,12,4,11,1,7,13,19,57,13,6,22,7,5,19,5,0,9,12,0,15,0,0,22,7,0,7,22,7,23,14,0,4,8,0,1,5,0,7,0,3,4,0,0,11,6,0,0,0,5,0,0,8,8,0,2,7,11,0,2,0,0,0,0,0,1,0,2,0,0
"Cell 285",35,28,24,26,26,11,19,7,19,8,23,19,18,17,4,6,8,12,17,44,37,13,17,15,20,8,4,9,5,13,0,17,7,23,0,7,5,26,18,6,13,6,12,9,15,9,0,3,18,0,4,0,0,7,2,0,3,22,7,28,20,0,6,4,0,0,6,0,2,0,17,2,0,0,10,0,0,7,0,10,0,0,0,4,1,0,9,16,0,0,0,0,0,0,0,0,1,0,0,0
"Cell 286",28,36,19,14,12,4,17,12,40,5,23,27,12,6,0,25,9,14,22,58,43,17,10,14,12,1,0,5,12,17,0,12,10,14,1,10,10,27,53,9,15,1,6,10,6,4,1,6,6,1,1,0,0,9,1,7,6,15,8,22,17,0,13,8,1,0,5,0,2,0,19,3,0,0,12,4,0,4,0,7,3,0,4,11,0,0,11,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 287",30,27,34,28,19,16,29,11,37,6,15,27,8,17,1,11,9,19,6,70,31,20,8,12,23,17,4,7,18,9,0,10,10,13,0,16,14,19,38,15,5,10,15,14,4,11,6,5,13,0,1,0,0,7,0,6,2,12,4,32,9,2,4,14,2,0,4,0,4,0,7,0,2,0,15,2,0,11,0,2,0,0,7,9,0,0,10,7,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 288",29,21,22,27,18,5,14,11,43,3,15,17,26,11,0,5,7,11,14,40,20,23,5,24,29,12,4,10,8,8,0,17,2,9,0,5,6,15,57,9,2,5,10,10,14,8,3,4,15,0,6,0,0,13,0,6,5,26,5,27,13,0,3,8,0,0,2,0,0,0,10,4,5,2,29,6,0,2,0,7,0,0,5,11,0,2,5,14,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 289",19,28,26,17,13,10,18,10,35,8,22,18,13,4,0,12,6,19,27,69,33,36,4,26,22,9,0,8,13,17,0,13,3,13,0,3,18,17,21,7,7,9,19,18,12,2,1,4,15,0,15,0,0,4,0,0,0,24,14,14,20,0,11,13,0,1,8,4,0,0,2,9,14,0,19,4,0,0,0,8,0,0,2,11,1,0,11,12,0,0,0,0,0,0,0,0,0,3,0,2
"Cell 290",21,37,17,19,28,20,9,12,33,21,10,18,17,18,4,12,19,13,12,83,40,18,8,7,9,14,5,1,13,9,0,19,16,36,0,17,6,23,43,15,13,21,9,20,18,9,0,9,13,0,10,0,0,12,0,2,0,22,13,34,16,0,3,9,0,0,5,0,8,0,6,0,0,0,13,4,0,7,0,6,0,0,0,7,0,0,14,12,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 291",37,55,25,15,21,7,19,16,14,10,43,14,12,15,11,24,25,8,12,95,59,8,10,2,15,6,5,6,27,5,0,12,24,12,0,25,15,21,40,17,5,3,12,20,5,10,0,5,5,1,5,0,3,10,1,0,5,10,13,42,11,0,6,7,0,0,14,3,7,0,10,0,4,0,2,5,0,25,2,9,0,0,0,15,0,0,17,6,0,12,0,0,0,0,2,2,0,2,0,0
"Cell 292",13,16,45,57,15,9,39,7,39,5,18,22,18,6,0,4,11,17,22,92,30,28,5,6,29,5,11,13,25,10,0,4,7,15,3,14,9,27,22,10,14,2,8,17,3,4,2,3,4,0,21,0,0,10,0,2,2,13,19,41,11,0,14,13,0,0,4,1,0,0,8,0,0,0,11,0,0,10,0,13,8,0,6,4,0,0,15,11,0,9,0,0,0,0,0,0,0,0,0,0
"Cell 293",17,25,23,24,33,7,35,11,35,6,13,22,21,11,0,8,14,23,19,90,36,34,4,15,27,4,3,10,11,4,0,12,9,4,0,3,3,13,24,8,10,13,5,11,13,4,0,4,5,0,8,0,2,10,0,2,0,14,9,14,19,0,0,8,0,0,6,1,0,0,11,5,4,0,7,4,0,2,0,17,8,1,6,10,0,3,8,11,0,0,0,0,0,0,0,0,0,3,1,0
"Cell 294",25,25,38,44,15,16,22,2,38,11,38,34,24,15,0,14,7,12,20,69,31,31,13,9,23,15,13,1,9,10,0,11,2,16,0,6,7,17,34,7,6,9,29,8,8,8,6,2,2,0,7,0,0,10,0,26,0,26,19,17,14,0,24,15,0,0,0,0,0,0,5,0,0,0,10,6,0,4,0,7,4,0,3,6,0,4,4,21,0,0,3,0,0,0,0,0,0,0,0,0
"Cell 295",30,24,22,23,29,8,14,19,38,16,38,19,28,18,3,15,12,14,6,82,33,35,15,20,23,0,10,5,20,11,0,8,10,23,0,13,12,16,40,2,8,5,12,10,7,19,0,4,12,0,4,3,0,15,1,0,1,11,22,32,10,0,2,9,0,2,2,1,7,0,13,3,0,0,26,7,0,5,0,2,1,0,8,10,1,1,3,18,0,7,0,0,0,0,0,0,0,0,0,0
