"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 1138",28,18,9,31,34,13,20,7,37,15,10,16,21,19,1,8,25,21,11,97,46,31,12,12,20,13,7,9,18,8,0,14,9,18,0,13,7,34,42,8,16,6,5,6,5,4,0,14,4,0,2,0,4,8,0,0,3,14,11,34,7,0,4,3,0,0,0,3,1,0,5,2,6,0,15,2,0,7,0,1,5,0,2,4,0,0,11,4,0,6,0,0,0,0,0,0,0,1,0,0
"Cell 1139",14,24,21,14,22,7,24,17,22,12,11,8,23,10,1,12,12,9,20,77,32,23,16,7,16,5,3,17,12,8,0,25,7,17,0,13,4,19,36,19,16,7,8,19,13,1,2,5,8,0,19,0,0,22,2,4,5,12,15,32,23,0,2,9,0,0,0,0,3,0,4,0,2,0,14,7,0,9,0,3,0,0,9,12,0,0,15,15,0,4,0,0,0,0,0,0,0,2,0,0
"Cell 1140",23,35,13,24,19,14,17,12,48,14,19,9,13,8,0,13,29,10,15,65,35,30,10,10,36,2,5,7,14,3,0,14,7,33,0,8,8,11,49,11,16,14,11,18,5,2,0,9,12,0,2,0,0,9,0,3,5,18,18,24,11,0,7,4,0,0,6,0,7,0,7,2,1,0,18,3,0,7,0,4,0,0,6,8,0,0,11,14,0,2,0,0,0,0,0,0,0,0,2,0
"Cell 1141",28,23,24,22,25,9,26,7,24,7,17,15,17,10,7,10,18,10,10,56,26,20,13,6,6,6,16,7,3,4,0,6,7,19,0,16,8,23,47,3,11,10,17,4,12,3,2,4,20,1,6,0,0,16,3,0,4,16,16,33,6,0,2,6,0,3,2,3,3,0,7,0,0,0,9,3,0,7,0,3,3,0,8,8,1,0,6,7,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1142",17,26,26,33,20,8,18,4,32,7,21,10,11,10,1,13,18,16,25,70,51,25,4,11,25,6,5,15,10,11,0,15,7,13,0,8,4,7,28,16,15,4,6,12,14,3,3,5,3,0,7,0,0,11,0,0,0,16,7,33,16,0,7,14,0,0,2,3,0,0,6,2,0,0,25,6,0,6,0,7,2,0,4,10,0,2,9,22,0,2,0,0,1,0,0,0,0,2,0,0
"Cell 1143",27,20,12,17,33,16,27,11,58,11,38,24,21,14,2,10,9,17,9,77,28,26,12,20,18,12,9,12,12,12,0,15,7,25,2,15,3,18,11,5,9,13,5,13,10,10,0,3,10,0,3,0,0,10,2,4,3,14,24,20,5,0,0,14,0,4,2,3,0,0,15,1,4,0,31,5,1,3,0,4,6,0,13,5,0,0,2,22,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 1144",24,29,18,35,13,8,9,11,51,7,19,15,24,9,0,21,28,22,11,114,29,17,1,27,10,7,8,5,21,16,0,17,3,11,3,6,7,30,27,3,15,3,8,5,1,7,3,12,10,0,5,0,0,5,0,4,2,13,26,21,8,0,4,3,0,4,2,5,4,0,3,8,0,0,30,0,0,2,0,3,3,0,6,13,0,2,8,7,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1145",29,23,19,17,9,5,18,5,22,15,15,24,25,9,0,11,20,18,20,72,38,9,8,16,15,11,2,3,16,22,0,9,6,23,0,9,14,26,37,5,9,14,9,10,14,5,0,11,17,0,4,0,0,16,0,5,2,16,24,25,24,0,7,5,0,3,5,1,2,0,8,6,10,0,11,5,0,0,0,7,3,0,3,6,0,0,7,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 1146",18,26,31,33,15,15,16,4,48,9,20,16,20,7,0,33,17,11,20,93,25,34,6,16,19,7,5,16,17,26,0,13,4,12,0,6,4,29,40,4,22,7,17,9,14,6,0,9,9,0,11,0,0,5,0,1,2,27,11,17,25,0,8,10,0,2,0,3,0,0,13,9,1,0,28,3,0,2,0,2,2,0,1,6,0,0,7,17,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 1147",26,34,30,23,27,12,33,16,32,10,22,15,11,12,1,11,7,24,12,72,29,38,10,26,12,8,10,2,20,16,0,17,6,15,0,6,5,30,38,3,12,9,3,15,19,2,2,7,11,3,6,0,0,24,3,9,1,22,19,20,12,0,3,6,0,0,3,4,5,0,4,5,5,2,15,2,0,0,0,0,3,0,1,12,0,0,7,14,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 1148",17,25,18,29,7,18,21,13,26,5,33,22,18,2,3,18,6,24,32,82,31,31,9,19,24,8,4,7,9,14,0,30,4,12,2,12,15,25,36,4,10,13,12,4,11,4,2,0,9,0,4,0,0,9,0,6,1,24,3,18,26,0,14,18,0,0,2,0,1,0,5,1,0,0,16,6,0,0,0,7,5,0,6,13,0,1,5,15,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 1149",40,12,31,23,22,6,33,10,34,10,14,17,13,9,10,9,13,15,16,77,40,19,8,6,21,10,9,14,9,8,0,4,9,15,1,24,18,24,18,4,11,5,10,13,3,3,0,5,18,0,3,0,2,15,0,0,7,9,8,26,11,0,11,6,0,0,2,0,0,0,5,0,2,0,14,8,0,11,0,1,0,0,6,11,0,0,6,7,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1150",18,20,19,24,25,18,17,9,32,9,17,11,18,12,0,4,22,23,24,84,34,39,4,17,19,6,3,4,13,15,0,5,6,22,0,7,6,21,19,7,8,20,5,9,23,5,3,2,9,0,10,2,0,13,0,4,0,18,10,24,10,0,6,6,0,0,6,0,0,0,6,2,3,1,21,0,0,0,0,1,4,0,5,5,0,4,4,10,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 1151",26,37,36,24,6,21,22,13,32,10,31,8,12,8,0,17,16,30,27,65,24,45,8,13,26,21,1,7,18,12,1,15,6,12,0,7,6,26,35,9,8,3,5,16,25,3,4,5,5,0,13,0,0,10,0,0,0,15,14,23,25,0,4,9,0,0,1,5,0,0,4,0,0,0,29,3,0,6,0,2,5,0,5,7,2,1,12,11,0,0,0,0,0,0,0,0,0,4,0,0
"Cell 1152",36,24,24,22,20,3,18,22,44,7,34,17,21,19,1,21,11,15,16,76,28,21,14,7,30,9,3,3,19,7,0,18,9,14,2,8,25,19,33,8,15,18,12,9,18,9,0,0,12,2,7,0,0,6,2,0,3,6,15,30,14,0,8,10,1,0,4,1,1,0,4,0,2,0,29,0,0,7,0,12,7,0,9,13,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 1153",29,19,43,18,52,8,31,8,42,13,23,21,37,20,0,18,19,32,5,74,33,36,4,7,10,6,24,11,15,23,0,12,5,15,0,11,1,10,28,4,18,5,19,13,14,6,0,1,9,0,9,1,0,17,3,7,0,10,27,39,6,0,4,8,0,4,0,7,0,0,2,0,0,0,24,0,0,4,0,0,10,0,6,5,0,0,0,14,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 1154",13,23,31,26,10,9,26,26,34,15,15,16,36,10,6,9,5,16,28,88,31,25,6,10,25,5,6,5,11,13,0,11,1,14,2,10,16,15,51,11,4,10,10,6,4,4,7,3,9,0,9,0,0,12,4,2,0,19,7,15,15,0,9,12,0,0,0,3,0,0,2,2,1,1,18,8,0,2,0,2,10,0,10,17,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 1155",25,51,15,57,24,3,21,19,28,12,19,10,9,12,1,14,11,4,23,71,36,26,13,21,11,10,0,9,22,14,0,21,2,23,0,8,9,17,22,9,17,7,18,4,11,5,2,7,7,0,8,0,0,5,3,13,3,23,16,15,23,0,6,8,0,0,0,1,4,0,3,0,0,0,14,4,0,1,0,1,0,0,9,20,0,0,8,10,0,0,0,0,1,0,0,0,0,0,0,0
"Cell 1156",45,18,19,39,24,12,30,1,50,3,33,21,32,12,0,17,13,16,22,80,27,26,4,21,31,17,9,13,13,14,0,10,0,16,0,5,4,17,25,20,10,1,29,7,18,5,12,8,19,0,9,0,0,16,3,0,3,7,11,16,24,0,6,19,0,0,0,3,0,0,1,0,2,0,18,0,0,3,0,9,3,0,9,1,0,0,10,23,0,2,0,0,0,0,0,1,0,1,0,0
"Cell 1157",9,13,19,26,41,27,26,5,36,10,16,10,32,22,0,13,12,25,19,91,25,38,12,17,25,8,7,5,12,6,0,2,4,24,2,11,6,26,38,9,10,5,6,20,7,9,0,4,9,0,10,0,0,9,2,7,1,22,17,17,16,0,10,4,0,0,3,4,0,0,14,3,0,0,20,0,0,7,0,4,0,0,5,1,0,0,7,9,0,1,2,0,0,0,0,0,0,1,0,0
"Cell 1158",15,37,9,16,12,6,19,12,39,10,22,13,20,4,0,16,19,18,21,67,45,23,12,13,26,5,7,10,18,18,0,17,6,13,1,4,8,21,31,8,13,9,3,13,8,6,0,8,10,0,5,0,0,18,3,2,5,6,19,24,15,0,7,8,0,1,7,0,6,0,4,0,4,0,14,0,0,7,0,4,2,0,9,16,0,0,17,7,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 1159",22,30,20,10,21,7,40,25,33,12,28,15,20,6,0,24,26,20,15,77,38,10,14,13,42,14,4,8,17,8,0,15,7,13,0,11,11,34,40,8,5,8,13,12,10,5,2,7,8,0,6,0,0,9,0,0,6,13,9,30,21,0,4,10,0,0,4,3,3,2,0,0,2,0,10,0,0,11,0,0,4,0,7,17,0,0,17,16,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 1160",19,26,10,17,18,11,32,9,28,11,20,16,21,11,0,26,24,15,14,53,68,20,9,17,13,10,4,5,19,11,0,7,12,18,0,10,7,21,19,21,18,10,16,13,6,8,0,4,12,0,9,0,0,13,1,3,5,24,5,34,10,0,5,16,0,0,0,0,7,0,8,5,2,0,12,5,0,8,0,8,0,0,3,11,0,0,6,19,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 1161",18,41,12,18,33,14,29,14,31,13,11,28,15,5,2,15,34,15,17,71,43,15,10,21,20,7,4,8,35,8,0,14,5,22,0,9,26,33,55,5,11,8,11,9,7,0,4,1,17,0,5,0,0,9,4,3,8,22,9,28,17,0,5,4,0,2,11,0,10,0,4,3,1,0,20,7,0,3,0,6,0,0,2,13,1,6,6,19,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 1162",19,30,30,26,35,10,17,19,36,21,13,9,10,9,8,12,20,12,16,68,56,17,16,8,22,4,3,16,24,4,0,6,18,19,0,9,9,23,28,4,12,10,15,11,5,3,0,2,9,0,5,0,0,10,1,0,6,14,6,42,11,0,1,8,0,0,5,0,5,0,10,0,4,0,5,0,0,7,0,4,0,1,3,7,0,0,10,10,0,3,0,2,0,0,0,0,0,0,0,0
"Cell 1163",32,36,11,29,25,2,17,10,23,17,24,19,11,20,4,12,26,9,7,69,41,17,14,5,14,13,6,9,9,5,0,5,15,16,0,13,15,15,28,13,19,3,15,10,12,7,0,7,11,0,10,0,1,5,0,3,6,6,10,38,12,0,4,9,0,0,3,4,7,0,4,0,4,0,19,4,1,11,0,3,0,0,3,6,1,0,2,9,0,12,0,0,0,0,0,0,0,0,0,0
"Cell 1164",13,21,56,17,20,23,31,14,25,15,25,21,16,15,2,11,9,21,8,75,34,37,9,16,19,20,7,7,9,9,0,16,3,16,1,10,18,19,33,5,20,10,9,7,25,5,2,0,10,0,15,0,0,10,0,0,7,35,12,16,5,0,3,6,0,1,0,0,1,0,14,0,0,0,13,4,0,2,0,6,2,0,4,7,0,0,5,8,0,6,0,0,0,0,0,1,0,0,0,0
"Cell 1165",28,22,14,17,20,10,23,12,52,9,31,28,14,9,4,12,15,13,12,78,35,19,10,11,25,8,8,19,8,10,0,17,9,17,0,11,7,13,37,17,8,17,10,14,10,9,0,14,14,0,2,0,0,8,0,8,6,18,26,24,10,0,9,2,0,0,9,7,5,0,3,6,2,0,16,3,0,1,0,1,0,0,4,9,4,0,12,11,0,2,0,0,0,0,0,0,0,0,3,0
"Cell 1166",26,58,26,19,19,6,29,19,42,8,25,14,12,8,0,34,19,26,20,83,31,28,3,12,28,6,2,9,44,16,0,13,4,12,0,8,6,19,28,9,9,12,9,4,2,6,0,1,15,0,2,0,1,10,3,2,0,20,18,34,17,1,5,16,0,0,5,3,2,0,6,1,1,0,21,0,0,3,0,13,2,0,3,11,0,0,6,21,0,3,0,0,0,0,0,0,0,0,1,0
"Cell 1167",22,22,6,21,14,6,35,15,26,10,16,5,18,12,2,6,19,9,24,55,31,8,21,6,17,15,2,12,17,5,0,23,7,25,0,15,14,26,22,10,11,11,8,14,12,11,2,4,4,0,4,0,0,3,1,0,18,26,7,43,12,0,2,11,0,1,3,0,5,0,8,0,1,0,17,2,0,13,0,3,3,0,13,8,0,0,13,10,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 1168",29,30,19,20,27,7,18,19,28,15,30,21,12,18,0,26,11,19,7,95,42,20,2,20,14,3,11,6,8,22,0,12,5,20,2,9,5,18,26,8,15,10,7,8,9,12,1,9,3,0,13,0,0,4,0,0,3,23,20,16,13,1,4,4,0,2,0,4,4,0,5,0,0,0,11,1,0,8,0,3,3,0,6,10,0,0,6,10,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1169",26,25,19,8,7,13,20,6,23,8,22,21,21,13,0,14,9,23,32,83,38,14,6,7,16,2,3,8,19,12,0,13,9,14,0,7,15,33,51,6,7,10,5,9,5,7,5,0,13,0,7,0,0,6,2,4,7,17,9,24,28,0,7,10,0,0,3,1,4,0,4,4,0,0,28,5,0,9,0,6,5,0,5,6,0,1,6,16,0,3,0,0,0,0,0,0,0,0,0,1
"Cell 1170",15,66,20,27,17,7,29,7,39,1,19,16,13,0,0,21,21,12,28,53,33,18,3,21,16,4,2,14,25,6,0,3,6,9,0,5,7,25,23,15,18,8,12,13,18,4,1,4,16,0,0,0,0,5,0,3,0,16,7,31,18,0,5,8,0,0,12,0,9,0,8,4,2,0,18,0,0,2,0,13,1,0,7,15,1,0,15,20,0,0,0,0,0,0,0,0,0,0,5,0
"Cell 1171",18,53,22,22,11,20,21,8,29,6,33,15,16,7,1,22,25,10,25,122,24,19,14,14,35,7,3,10,19,11,0,4,5,26,3,9,3,30,31,8,12,6,7,15,6,7,0,3,9,0,0,0,0,7,0,1,7,26,11,27,21,0,7,3,0,3,7,3,4,0,5,3,3,0,24,13,0,8,0,2,4,0,9,11,0,0,6,18,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 1172",33,23,22,19,16,9,24,21,34,10,22,16,22,6,0,8,10,16,23,54,21,26,6,32,12,7,5,4,11,5,0,15,5,22,0,5,14,8,26,8,10,6,15,20,28,19,3,11,14,0,6,0,0,5,1,7,0,14,11,13,16,0,6,18,0,0,3,0,0,0,11,4,5,0,15,0,0,2,0,2,1,0,4,15,0,1,14,24,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 1173",25,31,15,36,26,9,25,4,25,10,25,15,20,13,6,14,29,31,6,73,45,34,5,12,47,6,5,21,20,2,0,5,11,12,0,18,10,36,43,8,18,10,8,8,10,6,0,1,7,0,0,0,2,9,0,2,4,13,16,32,10,0,4,3,0,0,7,1,7,0,16,1,5,0,20,3,0,3,0,5,2,0,5,6,0,0,7,11,0,8,0,0,0,0,0,3,0,2,4,0
"Cell 1174",21,12,15,31,14,15,8,7,41,5,34,29,27,9,0,8,8,20,19,79,28,31,9,21,18,4,4,7,24,7,0,13,3,32,0,1,11,28,39,9,10,4,8,8,18,4,11,15,4,0,1,0,0,14,0,5,0,19,8,19,28,0,10,6,1,0,2,0,0,0,12,5,0,0,30,3,0,0,0,6,0,0,5,12,0,7,10,30,0,0,0,0,0,0,0,0,0,11,0,0
"Cell 1175",40,37,26,21,9,11,19,23,47,12,23,27,20,9,1,16,16,23,13,96,30,26,10,15,15,8,5,6,15,7,0,11,9,15,0,8,7,17,50,13,9,11,9,5,5,2,0,2,13,0,6,0,0,12,0,11,2,22,19,25,7,0,11,3,0,0,4,1,8,0,8,3,6,0,25,3,0,1,2,4,1,0,8,8,0,0,2,15,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 1176",38,29,9,25,12,17,32,25,38,9,18,21,7,12,0,12,22,21,13,86,32,44,9,12,22,15,8,9,22,22,0,11,4,19,0,11,6,11,24,20,5,10,6,8,13,9,1,18,3,0,20,0,2,24,0,6,1,21,17,19,18,0,5,10,0,0,0,0,3,0,1,0,8,1,15,0,0,1,0,2,3,0,5,7,5,0,6,17,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 1177",25,30,35,22,9,9,14,15,25,3,31,16,12,2,0,28,17,6,30,87,16,13,0,24,12,10,0,9,14,27,0,10,0,11,0,2,11,22,36,6,7,25,18,7,12,4,6,4,27,0,9,0,0,5,0,3,9,10,6,15,26,0,14,11,0,0,3,0,2,0,2,9,9,0,33,3,0,0,0,4,1,0,11,8,0,0,9,19,0,0,3,0,0,0,0,0,0,0,0,0
"Cell 1178",23,40,17,10,20,12,12,27,24,3,19,15,22,3,4,26,28,15,12,115,18,22,6,6,20,10,6,15,16,6,0,11,13,11,0,11,17,17,31,9,7,3,17,6,2,4,1,4,16,0,3,0,0,14,0,0,5,16,18,44,19,0,13,16,0,0,10,9,4,2,3,3,2,0,39,4,1,3,0,4,4,0,10,14,0,0,8,11,0,3,1,0,0,0,0,0,0,0,0,0
"Cell 1179",15,11,40,61,23,23,17,11,45,4,9,11,26,10,0,7,4,12,20,76,28,31,2,15,21,3,8,1,12,11,0,13,3,16,2,7,1,11,46,8,8,8,13,11,16,8,7,5,12,6,8,0,0,20,1,2,2,30,15,16,12,0,4,20,0,0,1,3,0,0,12,0,0,0,20,1,0,0,0,8,5,0,2,5,0,0,8,19,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 1180",17,32,7,18,18,6,20,15,31,15,22,9,11,21,0,15,9,13,26,59,32,16,5,10,19,13,1,2,14,13,0,9,9,28,0,7,10,12,38,11,7,37,7,17,11,15,7,5,7,3,6,0,0,6,5,1,2,7,18,17,25,0,4,17,0,0,0,0,5,0,9,3,0,0,30,9,0,2,0,5,0,0,15,8,0,4,10,29,0,2,0,0,1,0,0,0,0,0,0,0
"Cell 1181",15,21,38,20,25,20,17,12,39,15,8,21,10,11,0,1,4,25,27,47,24,24,5,12,25,21,5,4,14,3,0,17,8,14,0,5,10,25,49,18,8,8,18,7,18,3,4,2,16,0,0,0,0,8,6,6,0,29,15,22,22,0,2,14,0,4,4,0,2,0,9,2,0,3,23,0,0,1,0,15,0,0,0,11,1,0,9,16,0,1,0,0,0,0,0,1,0,0,0,0
"Cell 1182",27,18,22,9,12,10,21,12,26,4,22,9,18,8,0,15,10,16,21,57,21,15,13,1,13,16,0,17,29,8,2,15,5,16,0,11,9,20,42,10,17,6,9,14,12,14,3,7,23,0,4,0,1,4,4,0,3,9,10,27,27,0,12,13,0,0,3,2,2,0,2,0,0,0,10,3,0,11,0,3,0,0,5,7,0,0,13,8,0,1,0,0,0,0,1,0,2,0,0,0
"Cell 1183",17,20,15,27,18,12,27,16,30,17,27,9,20,8,2,12,8,8,15,73,50,16,18,15,15,19,2,2,15,6,0,16,15,25,1,6,17,18,44,18,11,7,8,11,9,10,0,13,20,0,2,0,0,4,0,0,6,9,18,34,13,0,4,6,0,0,4,2,3,0,15,0,0,0,16,3,0,11,0,0,0,0,2,8,0,1,12,12,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 1184",41,27,18,17,10,7,25,9,57,0,49,9,20,3,0,26,11,13,15,95,19,22,5,19,16,9,8,8,10,19,0,15,3,3,0,10,9,15,21,6,3,10,16,3,5,4,4,6,9,0,6,0,0,12,0,5,2,19,9,31,29,0,23,6,0,0,2,3,1,0,6,4,0,1,22,6,0,0,0,11,6,0,3,7,0,0,11,7,0,0,1,0,0,0,0,0,1,0,0,0
"Cell 1185",34,23,13,43,15,8,16,11,32,7,9,20,25,11,3,9,21,13,12,69,24,15,11,13,15,13,4,16,14,9,0,7,14,15,0,16,0,26,28,4,13,3,9,15,9,15,0,6,18,2,3,0,0,7,0,4,4,5,12,29,13,0,1,4,0,2,1,0,2,1,8,0,1,0,29,6,0,6,0,0,4,0,0,10,0,0,5,7,0,7,1,0,0,0,0,0,0,0,0,0
"Cell 1186",21,19,33,24,18,5,37,4,41,4,12,19,27,12,0,19,23,13,20,103,18,34,8,11,16,14,8,2,9,8,0,7,5,12,0,5,14,16,33,5,18,1,20,14,4,10,3,2,11,0,3,0,0,17,0,7,0,14,10,35,23,0,23,19,0,0,4,2,0,0,3,5,2,0,28,5,0,6,0,5,5,0,1,8,2,0,6,4,0,1,2,0,0,0,0,0,0,0,0,0
"Cell 1187",27,39,9,31,14,14,15,21,20,11,9,21,13,6,7,10,17,10,10,67,26,27,4,21,14,3,8,23,25,8,0,13,9,22,0,15,16,14,40,12,11,1,13,6,8,0,2,7,21,0,11,0,0,22,0,12,6,14,16,22,12,0,2,8,0,2,1,0,6,0,5,2,0,2,23,4,0,0,0,0,0,0,11,7,0,0,5,10,0,4,0,0,0,0,0,7,0,0,3,0
"Cell 1188",17,23,21,32,24,2,49,11,25,11,24,6,28,8,2,21,18,17,17,101,46,32,7,21,12,13,7,2,5,15,0,8,5,11,4,10,9,25,46,7,16,3,10,13,8,4,4,2,5,0,6,0,0,12,4,0,4,8,19,21,13,0,2,10,0,1,2,7,3,0,6,1,1,0,14,1,0,7,0,0,2,0,5,5,0,0,2,15,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1189",33,37,6,13,31,28,34,8,36,17,25,23,16,20,1,26,12,12,17,104,55,7,12,11,36,20,4,5,9,4,0,36,9,38,0,18,17,14,51,22,10,6,11,10,11,12,5,8,9,0,4,0,0,10,0,5,12,23,21,23,25,1,3,2,0,3,6,7,15,1,21,0,0,0,16,3,0,15,0,7,0,0,1,10,0,0,10,12,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 1190",14,41,24,16,13,7,20,6,47,5,21,14,19,7,0,26,17,19,26,86,29,35,4,27,18,7,5,3,22,19,0,25,5,11,0,5,6,15,67,2,6,15,7,10,8,9,0,5,11,0,9,0,0,12,0,0,0,8,9,14,39,0,8,5,0,0,1,5,3,0,11,2,0,0,17,5,0,3,0,6,6,0,3,13,0,7,12,19,0,0,3,0,0,0,0,0,0,0,0,0
"Cell 1191",20,38,5,12,9,6,13,9,20,1,33,16,16,3,0,22,20,9,43,88,19,17,17,20,13,6,0,11,12,8,0,11,0,19,0,3,16,29,30,23,12,8,25,7,6,15,6,8,7,0,9,0,0,6,0,4,12,15,5,12,36,0,10,12,0,0,3,0,10,3,4,2,0,0,20,13,0,3,0,3,0,0,12,17,0,2,9,22,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 1192",22,49,13,10,28,16,29,14,48,12,34,16,23,4,0,25,21,11,13,69,32,21,5,22,16,28,9,8,13,31,0,15,2,28,0,8,10,17,36,6,13,8,17,11,7,4,0,12,7,2,11,0,0,6,0,4,6,41,8,17,20,0,7,26,0,0,0,0,10,0,14,8,0,0,20,4,0,2,0,1,0,0,1,12,0,0,9,22,0,2,0,0,0,0,0,1,0,5,0,0
"Cell 1193",31,36,30,26,22,16,12,10,27,7,26,16,12,8,2,7,7,23,18,90,28,28,11,8,32,6,1,14,15,6,1,16,10,12,0,12,11,20,48,2,9,8,9,23,10,13,4,7,8,0,3,0,0,10,0,14,1,8,5,17,12,0,5,8,0,0,8,0,0,0,1,0,0,0,17,3,0,3,0,3,5,0,2,8,0,0,19,9,0,8,0,0,0,0,0,0,1,0,0,0
"Cell 1194",25,18,17,25,15,16,22,10,33,9,17,4,21,13,0,12,12,20,31,70,42,24,15,21,18,3,0,18,7,6,0,12,2,18,3,1,16,13,53,10,5,7,19,13,13,7,9,4,6,0,11,0,0,6,0,0,2,33,12,11,27,0,6,12,0,5,0,0,1,0,3,2,8,0,22,9,0,5,0,4,1,0,14,14,0,0,6,24,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 1195",48,49,15,14,24,11,26,10,47,11,14,14,15,19,1,16,13,13,22,46,43,16,2,13,25,9,1,11,20,11,0,14,6,23,0,7,20,15,40,21,11,6,3,14,21,14,6,18,6,0,17,0,0,6,1,0,10,14,9,13,33,0,8,11,0,0,0,0,5,2,9,2,0,0,16,13,0,7,0,3,0,0,5,15,0,0,11,27,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 1196",29,37,16,23,20,17,18,6,38,16,24,21,17,14,4,16,27,8,13,58,23,12,8,5,10,8,4,5,18,9,0,14,10,22,0,11,5,26,34,23,14,6,4,15,6,19,0,13,8,0,5,0,0,7,8,0,9,10,8,38,13,0,8,4,0,0,6,0,5,0,7,0,5,0,8,7,0,15,0,5,0,0,3,8,0,0,9,12,0,4,0,0,2,0,0,0,0,0,0,0
"Cell 1197",26,31,10,57,9,6,18,15,28,7,48,5,14,4,1,30,11,17,11,75,39,23,9,15,23,8,7,17,13,19,3,19,2,14,0,16,2,30,50,7,9,12,20,22,21,10,4,10,13,0,7,0,0,7,3,5,5,16,8,17,11,0,11,6,0,0,6,1,2,0,3,0,0,0,17,0,0,11,0,5,4,0,13,11,0,0,17,7,0,4,0,0,0,0,0,0,1,0,0,0
"Cell 1198",21,26,13,20,8,8,28,5,25,16,22,7,11,5,8,5,16,12,42,81,50,24,25,9,25,9,0,8,11,2,2,16,12,19,0,9,11,37,33,15,4,13,25,8,3,10,0,11,7,0,11,0,0,11,0,0,2,17,13,27,29,0,3,13,0,1,7,4,5,0,1,0,0,0,11,14,0,10,0,2,0,0,3,12,0,0,14,20,0,2,0,2,0,0,0,0,0,3,0,0
"Cell 1199",15,58,23,27,21,20,54,13,37,9,26,15,16,6,0,16,10,14,22,85,29,42,3,40,24,6,9,8,23,5,0,16,3,21,7,6,7,16,37,12,4,2,11,6,7,4,2,3,17,0,10,0,0,10,2,3,0,30,14,13,22,0,3,7,0,0,2,3,1,0,10,5,3,0,29,4,0,0,0,4,0,0,4,12,0,0,15,11,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 1200",48,34,18,33,10,7,41,23,43,4,33,13,14,5,3,14,12,10,20,79,31,13,9,17,15,14,0,14,17,5,1,12,5,27,1,6,11,36,34,8,8,7,11,3,25,3,2,0,10,0,11,0,1,29,3,1,8,22,1,21,20,0,16,4,0,0,4,2,4,0,9,5,3,0,13,10,0,0,0,5,2,0,5,20,0,0,8,9,0,0,0,0,0,0,0,0,0,1,0,0
"Cell 1201",37,28,36,30,14,3,15,9,32,8,19,13,16,9,4,12,16,30,12,60,26,20,11,7,25,8,6,6,11,7,0,13,13,18,0,14,4,7,23,9,3,11,8,18,4,9,5,4,7,0,3,0,0,3,0,0,2,12,8,44,17,0,7,6,1,0,8,3,3,0,15,0,0,0,27,1,0,6,1,7,3,0,1,9,0,0,15,7,0,10,0,0,0,0,1,0,3,0,0,0
