"","Gene 1","Gene 2","Gene 3","Gene 4","Gene 5","Gene 6","Gene 7","Gene 8","Gene 9","Gene 10","Gene 11","Gene 12","Gene 13","Gene 14","Gene 15","Gene 16","Gene 17","Gene 18","Gene 19","Gene 20","Gene 21","Gene 22","Gene 23","Gene 24","Gene 25","Gene 26","Gene 27","Gene 28","Gene 29","Gene 30","Gene 31","Gene 32","Gene 33","Gene 34","Gene 35","Gene 36","Gene 37","Gene 38","Gene 39","Gene 40","Gene 41","Gene 42","Gene 43","Gene 44","Gene 45","Gene 46","Gene 47","Gene 48","Gene 49","Gene 50","Gene 51","Gene 52","Gene 53","Gene 54","Gene 55","Gene 56","Gene 57","Gene 58","Gene 59","Gene 60","Gene 61","Gene 62","Gene 63","Gene 64","Gene 65","Gene 66","Gene 67","Gene 68","Gene 69","Gene 70","Gene 71","Gene 72","Gene 73","Gene 74","Gene 75","Gene 76","Gene 77","Gene 78","Gene 79","Gene 80","Gene 81","Gene 82","Gene 83","Gene 84","Gene 85","Gene 86","Gene 87","Gene 88","Gene 89","Gene 90","Gene 91","Gene 92","Gene 93","Gene 94","Gene 95","Gene 96","Gene 97","Gene 98","Gene 99","Gene 100"
"Cell 62",20,30,30,15,36,9,15,11,41,23,23,8,22,18,3,9,8,13,8,80,42,22,11,16,27,7,4,5,12,7,0,11,6,13,0,3,17,19,53,13,7,2,9,13,7,6,1,3,17,0,7,0,0,17,4,3,3,21,11,23,14,0,3,9,0,0,2,1,0,0,4,4,9,0,20,7,0,5,0,2,0,0,7,12,3,3,8,4,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 63",18,19,23,24,13,15,22,8,41,8,29,35,21,10,0,10,8,5,31,99,35,22,8,23,42,6,1,6,8,13,0,11,5,14,0,5,11,20,42,16,12,5,9,10,2,8,3,5,7,0,10,0,0,8,0,5,0,29,10,39,21,0,1,11,0,0,5,1,0,0,7,13,3,0,30,4,0,2,0,7,0,0,10,8,0,1,9,10,0,0,0,0,0,0,0,1,0,0,0,0
"Cell 64",20,31,16,30,31,16,18,15,34,17,18,7,14,16,3,12,32,20,9,65,62,36,13,13,29,5,4,5,22,11,0,8,8,44,2,13,13,20,31,4,4,8,9,18,16,4,0,2,10,6,8,0,0,18,0,4,2,19,12,36,16,0,1,5,0,0,3,0,11,0,13,0,0,0,10,1,0,3,0,8,1,0,6,9,0,2,15,15,0,7,0,0,0,0,0,3,0,2,0,0
"Cell 65",19,16,17,17,28,30,25,8,48,12,18,11,21,9,2,6,11,16,10,77,44,23,10,12,19,10,5,6,11,9,0,11,10,21,0,7,16,25,25,3,11,11,18,8,11,4,3,5,8,2,6,0,0,9,0,0,2,30,10,25,10,0,2,5,2,0,4,0,2,0,2,1,1,0,18,13,0,7,0,9,3,0,2,8,0,6,10,15,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 66",22,22,23,16,18,8,18,22,33,11,18,18,17,14,5,10,12,10,9,52,24,33,14,6,26,7,6,10,14,8,0,18,13,21,0,19,5,17,31,4,7,7,16,12,15,6,0,10,6,0,10,0,0,4,1,2,3,17,7,21,7,0,5,11,0,0,0,0,2,0,3,1,0,0,14,5,0,9,0,0,1,0,0,19,0,0,6,10,0,6,0,0,0,0,0,0,0,2,0,0
"Cell 67",22,35,19,29,19,7,26,7,30,6,17,12,6,7,0,25,30,20,21,100,22,15,8,14,18,5,5,9,20,18,0,7,10,8,0,6,8,30,36,11,15,8,10,7,3,5,0,4,8,0,8,0,0,10,0,4,2,14,14,24,13,0,13,8,0,0,0,7,7,0,5,4,0,0,37,6,0,4,0,5,2,0,2,6,0,0,12,8,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 68",17,16,20,34,16,8,36,1,26,17,16,11,23,7,0,9,12,20,16,89,44,24,5,26,16,7,10,8,8,12,0,12,2,14,3,9,3,32,34,12,5,8,11,4,5,2,2,7,9,0,0,0,0,11,0,0,5,21,17,24,8,0,7,7,0,2,5,2,0,0,3,5,0,0,12,0,0,2,0,6,6,0,11,0,0,0,14,7,0,1,1,0,0,0,0,0,0,3,0,0
"Cell 69",29,30,23,25,14,12,26,14,26,8,20,17,16,14,1,11,16,7,13,76,33,21,7,17,24,11,4,14,9,6,0,6,6,15,0,6,7,28,38,4,8,17,21,4,14,20,1,7,12,0,12,0,0,10,0,2,7,10,9,24,13,0,9,11,0,0,7,0,0,0,1,3,0,0,15,9,0,1,0,3,6,0,9,12,2,0,5,11,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 70",25,22,15,30,27,5,9,8,27,8,22,10,19,10,6,22,20,11,12,74,26,24,10,17,26,9,5,13,16,14,0,3,10,15,0,19,11,31,31,5,12,15,16,6,21,7,0,11,8,3,1,0,0,10,1,3,0,26,11,23,16,0,5,11,0,3,5,0,0,0,5,3,0,4,43,10,0,3,0,12,4,0,3,5,0,0,11,16,0,6,1,0,0,0,0,3,0,2,0,0
"Cell 71",14,20,16,24,8,13,14,20,54,7,21,12,21,6,0,24,20,10,23,98,27,13,5,9,11,5,5,10,6,25,0,7,0,17,0,8,11,30,30,8,10,13,12,6,11,13,3,9,13,1,7,0,0,7,1,0,5,17,19,37,13,0,5,6,0,2,0,5,0,0,3,0,2,0,27,1,0,5,0,8,4,0,9,10,0,0,7,14,0,4,0,0,0,0,0,0,0,2,0,0
"Cell 72",14,21,26,36,32,10,21,7,18,11,23,17,13,16,9,9,22,17,12,77,37,15,8,13,19,7,3,6,11,11,0,5,20,29,0,20,16,20,37,19,11,8,23,2,14,8,0,2,13,0,4,0,0,12,0,7,6,7,11,43,15,0,4,13,0,1,3,5,3,0,17,0,0,0,15,10,0,3,0,7,0,2,5,7,0,0,8,17,0,5,0,0,0,0,0,0,0,0,1,0
"Cell 73",24,32,25,18,33,10,29,13,45,13,36,21,13,13,0,24,14,14,15,117,25,24,10,13,37,9,5,8,21,9,0,5,2,17,3,6,13,24,54,2,3,14,6,9,6,2,5,2,8,0,8,0,0,11,0,3,0,16,19,29,21,0,4,3,0,8,2,0,0,0,3,3,0,2,29,0,0,4,0,3,9,0,12,12,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 74",26,40,18,26,15,15,16,11,49,3,26,10,12,2,1,21,34,18,18,114,40,38,10,4,24,3,6,22,19,6,0,12,10,12,0,6,21,22,56,11,17,15,9,13,6,4,0,5,10,0,4,0,0,8,0,8,3,21,16,36,8,0,10,10,0,0,0,0,3,0,9,0,0,0,17,2,0,13,0,2,0,0,5,16,0,0,10,16,2,1,0,0,0,0,0,0,0,0,0,0
"Cell 75",15,25,14,11,14,20,18,13,23,9,36,18,9,10,0,41,20,27,22,86,45,20,14,9,30,5,8,10,18,16,0,6,6,20,0,11,19,31,17,5,21,3,12,4,7,3,1,5,9,0,4,0,0,5,0,3,3,30,15,26,16,1,5,11,0,0,11,0,12,0,11,0,0,2,12,2,0,5,0,9,0,0,6,17,0,0,11,12,0,5,0,0,0,0,0,1,1,0,0,0
"Cell 76",36,28,27,17,44,9,36,8,22,14,15,19,21,18,5,11,16,16,4,68,22,26,10,14,29,5,8,8,23,7,0,5,7,20,2,14,6,13,41,2,9,6,6,23,11,9,0,6,10,0,4,0,1,24,0,3,3,13,10,29,12,0,8,15,0,0,5,0,2,0,11,0,0,0,30,12,2,9,1,7,6,0,7,2,0,0,7,12,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 77",22,33,27,35,19,4,40,10,37,15,25,14,12,15,2,26,22,15,12,100,36,35,16,15,49,13,8,3,20,18,0,13,9,4,5,11,4,23,39,15,16,10,10,12,12,4,0,4,10,0,9,0,0,8,0,1,0,16,18,18,16,0,5,11,0,4,1,4,2,0,0,0,0,0,22,4,0,2,0,2,5,0,4,7,0,0,6,20,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 78",18,24,23,20,13,4,25,10,39,8,16,15,25,13,0,9,10,15,29,105,23,20,6,12,25,17,4,9,21,12,0,13,6,14,0,8,12,7,49,18,10,4,12,11,7,15,1,2,10,0,14,0,0,15,0,5,2,17,5,27,18,0,3,4,0,3,1,0,0,0,7,5,1,0,31,7,0,4,0,2,2,0,3,5,0,2,7,20,0,0,0,0,2,0,0,0,0,1,0,0
"Cell 79",18,48,23,8,15,16,16,8,25,4,36,14,12,4,0,24,19,15,41,74,35,25,10,19,24,8,0,6,20,11,0,25,2,25,2,3,21,29,34,14,5,8,13,14,9,5,3,4,10,2,1,0,0,3,0,0,4,18,3,18,38,0,10,10,0,0,9,0,1,1,10,1,0,0,22,7,0,7,0,5,3,0,0,12,2,2,18,15,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 80",14,16,34,16,18,12,26,7,53,8,21,26,32,12,2,5,23,19,21,43,28,26,2,10,22,12,3,5,12,3,0,14,7,27,0,6,8,18,43,8,5,7,25,4,13,8,3,2,20,5,6,0,0,10,0,3,0,18,9,28,22,0,7,5,0,0,0,0,3,0,21,1,0,1,20,1,0,3,0,5,0,0,0,5,0,0,3,18,0,2,0,0,0,0,0,0,0,1,0,0
"Cell 81",40,19,30,12,26,6,27,13,27,14,26,22,21,18,4,18,13,23,16,84,34,23,10,12,22,4,4,3,5,21,0,12,5,19,0,7,14,16,28,4,5,8,8,6,4,2,1,3,1,0,3,0,0,14,0,4,2,25,22,28,23,0,5,6,0,5,0,1,0,0,11,3,0,2,20,1,0,3,0,3,8,0,3,3,0,0,6,23,0,4,0,0,0,0,0,0,0,1,0,0
"Cell 82",44,35,24,15,21,19,22,12,26,25,14,8,19,13,9,20,31,27,6,88,47,26,14,6,16,14,15,7,18,16,0,12,17,15,1,19,12,20,37,6,21,8,14,6,7,4,0,11,20,0,4,0,4,8,0,0,6,15,29,42,14,0,5,6,0,2,3,10,7,0,11,1,6,0,14,4,1,9,0,7,0,0,1,7,0,0,15,9,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 83",33,34,20,34,18,9,13,10,46,3,29,15,19,7,0,31,21,17,22,99,20,12,10,10,17,11,2,14,7,12,0,11,3,4,0,5,13,19,38,14,15,15,13,14,8,6,3,11,13,0,4,0,0,9,0,6,0,12,8,30,21,0,13,18,0,0,10,4,6,0,4,4,1,0,36,2,0,4,0,5,0,0,3,3,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,1
"Cell 84",22,27,22,28,13,11,21,10,47,5,28,15,19,6,0,9,11,16,21,74,46,29,14,22,11,5,3,4,18,4,0,16,2,19,2,4,4,23,36,10,11,2,8,7,19,5,1,10,14,0,8,0,0,9,1,15,7,16,9,22,19,0,15,8,0,0,8,0,3,0,3,5,0,0,22,5,0,2,0,3,3,0,14,13,0,5,10,12,0,0,0,0,0,0,0,0,0,2,0,0
"Cell 85",30,29,12,16,23,7,16,30,28,14,11,24,13,10,4,10,24,8,21,97,64,6,15,15,22,5,3,2,13,3,0,18,14,16,5,17,8,10,36,20,14,13,13,24,9,4,5,9,5,1,9,0,0,7,1,0,7,14,9,40,22,0,2,10,0,0,4,1,5,2,10,0,3,0,18,13,0,12,0,6,1,0,9,4,0,0,6,12,0,4,0,0,3,0,0,4,0,3,0,0
"Cell 86",17,22,43,18,16,9,26,5,46,6,24,11,24,2,0,20,10,19,20,72,25,22,9,21,13,12,1,9,14,13,0,15,0,13,0,5,6,26,65,15,3,8,4,7,16,12,14,1,4,0,4,0,0,7,0,8,2,16,6,13,22,0,6,7,0,0,0,1,2,0,4,4,0,0,21,0,0,5,0,2,4,0,7,7,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 87",23,26,25,29,25,5,26,10,35,11,18,8,28,12,4,8,13,14,6,73,23,27,12,7,16,8,11,0,13,14,0,13,5,15,0,20,6,25,33,4,12,3,11,7,8,3,4,2,15,0,3,0,0,25,2,0,8,9,7,30,6,0,1,7,0,5,6,0,0,0,8,0,0,0,17,5,0,11,0,7,4,0,2,6,0,0,8,12,0,10,0,0,0,0,0,0,0,0,0,0
"Cell 88",29,26,14,31,18,2,19,24,17,10,13,12,12,6,0,6,16,21,12,112,27,24,12,16,25,5,7,9,13,11,0,7,4,21,2,10,8,31,36,8,13,16,5,8,12,3,0,3,1,0,5,0,0,15,1,0,4,12,14,23,9,0,1,6,0,0,5,0,4,0,11,3,2,0,16,3,1,7,0,3,1,0,8,15,0,0,3,7,0,5,0,0,0,0,0,0,0,3,0,0
"Cell 89",9,28,18,42,25,15,31,20,29,11,20,12,13,14,0,9,13,22,21,74,35,31,5,16,22,25,6,0,12,10,0,22,7,13,0,11,5,9,32,18,18,15,7,13,11,11,0,11,9,0,9,0,0,13,5,4,0,16,21,20,12,0,3,0,0,1,0,1,2,0,10,5,8,0,8,1,0,5,0,11,0,0,1,9,0,0,10,14,0,4,0,0,1,0,0,0,0,0,0,0
"Cell 90",18,24,32,48,26,17,14,8,36,8,30,26,25,13,0,45,32,26,12,78,22,25,12,17,31,9,7,8,19,11,0,7,8,11,3,14,4,19,42,4,9,10,13,6,14,2,0,3,10,0,6,0,0,15,0,3,0,26,22,41,13,0,13,9,0,2,3,10,3,0,15,2,0,0,31,2,0,3,0,11,8,1,4,6,2,0,7,17,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 91",35,22,29,24,21,14,14,21,51,5,16,21,27,15,0,14,16,21,12,46,37,21,8,7,20,2,6,0,7,3,0,10,7,27,0,15,16,17,21,12,9,5,8,8,11,6,0,7,18,1,12,0,0,9,0,2,0,12,13,32,13,0,11,13,0,0,0,0,2,0,7,0,3,0,25,3,0,11,0,2,1,1,0,9,0,0,3,9,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 92",18,27,15,28,25,8,22,11,36,10,15,6,4,11,0,9,3,15,26,55,47,12,3,23,32,8,1,9,20,9,0,19,4,31,0,8,11,35,29,18,9,18,3,15,26,3,3,11,8,0,8,0,0,6,6,1,4,20,17,18,20,0,6,13,0,0,1,0,0,0,19,7,2,0,24,3,0,1,0,4,1,0,13,17,0,0,15,8,0,0,0,0,0,0,0,0,0,6,0,0
"Cell 93",12,28,11,14,31,3,26,23,32,16,11,26,19,18,0,7,28,11,18,82,30,23,9,11,20,9,6,1,23,9,0,9,7,15,0,7,7,14,36,5,26,4,15,13,11,12,0,17,7,2,2,0,0,16,0,7,0,23,10,23,15,0,9,10,0,0,1,0,2,0,8,4,1,1,20,4,2,4,0,4,1,0,0,15,0,0,5,9,0,7,1,0,0,0,0,0,0,0,0,0
"Cell 94",18,19,19,22,12,12,29,14,22,10,24,8,18,9,1,11,10,15,19,61,10,24,7,31,22,21,4,13,5,13,0,21,3,7,0,7,5,23,35,0,6,7,12,4,11,2,7,6,17,0,9,4,0,25,1,14,5,29,16,19,16,0,10,15,0,3,1,4,1,0,3,8,2,1,22,0,0,0,0,1,3,0,3,7,2,6,9,9,0,0,1,0,0,0,0,0,0,0,0,0
"Cell 95",25,44,25,14,22,10,15,49,39,6,27,15,12,8,2,18,14,23,18,71,33,27,13,25,38,11,4,10,20,7,0,2,8,11,0,9,13,4,29,4,10,8,7,6,10,7,0,12,3,0,5,0,0,5,6,17,0,27,10,18,18,0,3,6,0,1,4,1,3,0,10,2,2,3,29,0,0,2,0,7,3,0,2,12,0,2,10,7,0,3,0,0,0,0,0,0,0,3,0,0
"Cell 96",20,53,17,16,14,8,13,16,39,12,29,11,29,11,0,21,27,12,35,84,28,12,17,7,23,7,0,3,15,11,0,12,5,8,4,7,19,12,54,14,4,11,26,9,6,10,2,10,15,0,13,0,0,20,0,3,1,18,11,25,22,1,11,11,0,0,0,0,5,0,4,1,5,0,26,5,0,8,0,3,0,0,10,10,0,3,3,20,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 97",9,28,34,26,10,18,17,8,45,5,17,23,25,4,0,12,20,20,39,64,26,36,8,26,32,2,4,3,10,13,0,14,3,22,0,2,15,12,23,20,9,12,7,13,17,4,2,17,9,0,11,0,0,10,3,4,4,21,8,25,9,0,8,11,0,0,0,0,0,0,7,7,5,0,17,0,0,0,0,10,0,0,0,7,0,0,2,19,0,0,0,0,0,3,0,0,0,5,0,1
"Cell 98",19,39,19,32,12,8,28,14,43,1,36,11,16,5,0,15,13,9,32,68,35,28,12,17,21,7,0,11,29,23,0,14,0,15,2,6,7,20,46,8,14,7,16,13,10,3,2,0,7,0,6,0,0,7,3,2,8,17,8,9,27,0,5,15,0,0,1,0,3,0,0,1,3,0,8,4,0,4,0,1,0,0,14,6,0,0,13,11,1,1,0,0,0,0,0,0,0,0,0,0
"Cell 99",13,40,22,12,9,25,12,6,43,8,15,13,14,8,0,20,8,27,31,85,36,22,7,10,19,17,7,1,23,15,0,23,1,6,0,3,11,13,38,9,10,7,7,6,13,3,7,3,8,0,6,0,0,10,0,2,0,23,24,18,17,0,5,4,0,5,1,7,4,0,2,2,5,0,16,4,0,3,0,8,1,0,4,9,0,5,6,15,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 100",20,28,25,38,12,6,9,9,32,11,19,10,10,7,0,12,10,19,14,75,30,19,4,10,12,19,4,23,12,10,0,21,6,23,0,8,6,22,24,8,14,11,7,14,27,15,0,12,2,0,5,0,0,4,0,4,7,14,11,27,9,0,0,5,0,0,6,1,3,0,9,0,3,0,21,3,0,4,0,15,3,0,8,15,0,1,16,13,0,6,0,0,0,0,0,0,0,0,0,0
"Cell 101",32,32,10,18,32,10,20,10,33,15,24,9,12,16,3,6,22,18,19,84,46,27,8,2,37,19,7,4,18,12,0,25,14,17,0,16,4,17,26,15,10,16,11,23,15,7,1,11,6,0,11,0,0,11,0,4,1,14,15,34,20,0,2,14,0,0,2,3,7,1,2,0,0,0,4,1,0,13,0,4,0,0,6,14,0,0,19,15,0,7,0,0,2,0,0,0,0,1,0,0
"Cell 102",30,56,10,24,13,8,12,16,54,7,23,10,13,12,0,39,23,14,19,64,21,20,5,17,35,6,3,7,37,21,0,12,2,12,5,1,8,27,30,11,3,8,7,8,3,7,6,3,11,0,7,0,2,3,0,0,10,10,20,16,12,0,8,8,0,2,14,4,4,0,13,10,2,0,19,4,0,2,0,18,2,0,14,12,3,0,16,6,0,0,0,0,4,0,0,0,0,0,0,0
"Cell 103",27,44,27,25,15,13,32,23,28,14,13,16,18,15,0,7,17,21,15,58,28,37,2,11,13,17,12,4,24,6,0,9,7,14,1,10,9,19,25,18,10,5,18,3,10,7,0,3,27,2,8,0,1,6,9,7,0,17,18,28,11,0,6,7,0,4,4,0,3,0,14,5,2,0,14,5,0,0,1,6,0,0,5,12,2,4,4,7,0,7,2,0,0,0,0,0,0,0,0,0
"Cell 104",16,32,17,30,16,16,28,7,42,6,29,27,22,8,2,21,6,22,23,79,39,44,10,23,24,12,6,5,8,22,0,12,2,22,0,6,19,16,24,5,11,8,21,4,13,2,6,3,9,0,12,0,0,18,5,19,0,34,6,10,15,0,3,9,0,0,0,0,0,0,6,14,1,5,18,16,0,0,0,9,3,0,0,5,0,1,3,28,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 105",11,24,29,21,8,35,37,10,40,8,50,17,20,4,4,31,20,31,48,95,21,41,9,34,16,13,0,3,12,13,0,14,3,13,1,5,13,21,27,24,7,5,11,12,8,6,7,5,8,3,11,0,0,10,0,5,0,37,13,17,24,0,3,12,0,0,0,11,2,0,5,3,0,0,21,9,0,2,0,0,5,0,3,11,0,4,11,13,0,0,0,0,0,1,0,0,0,0,0,2
"Cell 106",33,31,21,20,24,12,21,12,30,12,45,28,9,22,0,24,12,29,10,80,32,26,13,5,23,10,9,9,13,21,0,13,7,4,0,13,20,26,32,6,9,2,9,12,5,14,4,1,8,0,12,0,0,7,0,0,1,15,7,19,9,0,5,6,0,0,5,0,1,0,9,0,7,1,15,0,0,12,0,5,1,0,5,13,0,0,2,14,0,9,0,0,0,0,0,0,0,4,0,0
"Cell 107",38,30,8,21,12,10,13,10,51,4,27,12,21,9,0,16,15,18,16,80,27,13,3,18,34,2,2,20,16,15,1,12,7,13,0,5,5,40,53,12,19,21,6,8,9,9,0,13,10,0,4,0,1,7,0,1,3,28,10,23,16,0,20,4,0,0,7,3,4,0,1,1,0,0,34,9,0,2,0,3,4,0,5,14,0,0,15,11,0,1,0,0,0,0,0,0,0,0,0,0
"Cell 108",30,27,30,18,21,14,20,12,40,12,23,23,23,6,0,14,14,29,14,111,40,40,3,30,14,11,4,11,17,8,0,3,6,19,2,10,8,17,25,3,12,1,6,9,5,1,0,0,7,0,15,0,0,8,0,5,0,31,13,20,12,0,9,16,0,0,8,1,0,0,4,6,3,1,20,4,0,0,0,3,12,1,0,6,0,1,4,11,0,2,2,0,0,0,0,0,0,1,0,0
"Cell 109",27,18,28,28,9,4,14,16,31,7,30,18,14,9,0,13,5,19,21,51,23,19,7,10,26,8,1,7,15,10,0,28,5,11,0,6,10,35,41,7,12,6,4,17,7,13,2,3,11,0,7,0,0,4,4,2,0,17,13,20,21,0,23,6,0,0,7,1,0,0,9,0,1,0,12,4,0,6,0,8,1,0,3,3,0,1,15,10,0,5,0,0,0,0,0,0,0,0,0,0
"Cell 110",14,34,17,30,15,14,19,2,46,7,42,22,27,9,0,17,19,7,14,66,35,22,13,7,33,13,7,6,17,7,0,5,5,28,0,10,12,37,29,10,18,17,8,12,20,10,3,6,4,5,8,0,0,8,0,0,11,6,9,30,14,0,19,9,0,0,5,0,3,0,25,0,2,0,17,2,0,12,0,11,3,0,1,13,0,0,18,10,0,6,0,0,3,0,0,0,2,3,0,0
"Cell 111",24,40,39,26,22,11,15,11,34,7,22,15,5,8,3,14,15,26,16,56,18,27,4,15,6,8,2,5,14,6,0,10,3,26,0,9,10,28,30,2,10,1,3,7,15,8,4,0,10,0,3,0,1,22,5,5,1,8,6,22,14,0,8,4,0,0,2,0,1,0,13,3,3,0,25,6,0,6,0,2,4,0,3,14,0,0,9,12,0,2,2,0,0,0,0,0,0,10,1,0
"Cell 112",20,47,13,18,17,12,6,16,19,11,23,19,9,10,0,14,16,18,17,56,24,19,8,19,36,13,2,15,22,10,0,20,6,21,0,10,12,13,28,10,19,17,18,11,29,7,2,11,16,0,5,0,0,5,2,5,10,20,8,25,13,0,4,10,0,0,4,0,11,0,14,7,1,0,25,7,0,2,0,13,0,0,7,11,0,0,12,15,0,3,0,0,0,0,0,0,0,0,0,0
"Cell 113",12,12,26,21,17,6,30,11,25,5,20,12,22,7,7,4,10,17,31,66,18,31,11,15,33,8,1,5,5,2,0,9,7,21,0,15,14,11,49,4,1,5,0,16,20,9,4,12,9,1,4,0,0,15,1,5,2,13,6,37,20,0,12,5,0,0,4,0,2,0,13,0,0,0,17,8,0,4,0,6,4,0,6,1,3,2,11,18,0,0,0,0,0,0,0,0,1,1,0,0
"Cell 114",36,20,28,35,18,9,35,8,63,13,22,13,16,12,0,19,16,18,17,95,38,15,2,28,27,10,4,1,17,11,0,14,6,23,0,3,7,22,39,7,10,22,17,5,10,13,1,1,8,0,7,0,6,9,0,4,2,24,17,22,16,0,8,22,0,2,5,3,1,1,4,13,0,0,16,1,0,0,0,7,10,0,5,6,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 115",24,24,30,8,14,3,23,19,30,15,16,24,14,9,1,10,17,11,19,63,39,18,9,5,14,10,2,9,11,11,0,8,11,14,0,8,6,17,37,11,11,4,20,8,12,19,0,14,18,0,11,0,0,5,5,0,3,8,11,30,15,1,3,7,0,0,3,0,7,1,4,0,0,0,11,6,0,5,0,5,0,0,2,12,0,0,6,14,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 116",35,37,21,20,21,4,23,9,37,13,20,18,6,17,0,17,28,6,15,123,34,13,8,9,37,9,2,5,40,8,0,11,9,14,1,10,17,25,47,11,15,5,7,28,0,23,0,3,2,0,3,0,4,9,0,2,12,7,12,40,20,0,1,15,0,0,9,4,7,0,7,4,5,0,19,9,0,4,1,11,0,0,6,18,0,0,11,11,0,5,0,0,0,0,0,0,0,0,2,0
"Cell 117",20,35,30,39,18,11,17,17,17,9,16,12,8,8,5,13,29,15,21,84,24,34,12,8,11,15,3,6,8,11,0,10,7,16,1,7,16,31,39,8,25,11,5,6,7,2,0,9,7,0,6,0,0,14,0,7,0,12,9,33,16,0,5,4,0,0,2,0,2,0,9,3,0,2,21,3,0,1,0,7,3,0,1,18,0,3,9,17,1,2,0,0,0,0,0,0,0,0,0,0
"Cell 118",20,31,33,35,19,13,8,16,31,6,19,13,17,7,5,11,13,6,18,70,23,42,3,11,20,4,3,3,10,9,0,9,5,10,0,9,16,23,45,7,19,16,20,5,17,1,2,0,21,0,16,0,0,15,6,6,0,27,8,19,17,0,7,11,0,4,0,0,0,0,7,2,2,0,33,11,0,0,0,2,2,0,5,7,0,5,1,26,0,0,0,0,0,0,0,0,0,0,0,0
"Cell 119",14,32,28,39,38,5,24,11,29,5,22,9,14,19,2,25,19,14,9,70,36,24,7,4,20,6,10,2,10,8,0,6,8,7,0,14,6,19,39,11,24,4,5,20,11,10,1,9,6,0,6,0,0,7,0,1,0,10,17,32,6,0,4,7,0,0,0,1,3,0,9,1,3,0,19,9,0,12,0,0,4,0,3,9,0,2,6,13,0,12,2,0,0,0,0,0,0,0,0,0
"Cell 120",20,26,12,22,14,11,27,13,29,12,33,9,24,13,6,13,19,11,27,61,38,14,14,19,12,9,3,3,17,1,0,26,12,28,0,8,8,14,20,16,19,13,12,14,17,5,0,7,6,0,5,0,2,18,4,0,5,27,12,25,21,0,4,16,0,0,4,1,7,0,15,7,3,0,14,9,0,3,0,4,0,0,0,6,0,0,8,15,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 121",19,38,24,38,15,11,20,20,52,9,31,7,19,7,0,36,42,12,20,94,54,22,12,5,19,5,2,13,30,15,0,13,5,24,0,8,5,17,24,8,12,12,32,7,4,5,1,10,15,0,5,0,0,9,0,1,7,7,9,33,24,0,10,16,0,0,5,8,9,0,12,0,2,0,23,6,0,4,0,8,0,0,9,10,0,0,10,12,0,4,0,0,0,0,0,0,0,0,0,0
"Cell 122",35,37,15,19,27,10,27,13,33,14,13,22,12,11,2,15,11,12,6,69,46,24,17,7,15,9,9,5,21,11,0,18,10,27,0,20,5,17,29,5,14,1,8,8,11,5,0,8,10,0,3,0,1,13,0,0,3,16,21,29,16,0,5,5,0,0,6,3,3,0,6,6,2,0,18,4,0,9,0,4,1,0,3,9,1,0,3,9,0,8,0,1,0,0,0,0,0,0,3,0
"Cell 123",49,33,13,24,24,10,27,20,18,5,28,8,14,17,5,15,21,8,4,68,26,19,13,4,24,4,12,7,9,12,0,14,11,17,0,20,8,14,38,3,16,4,11,14,6,7,0,12,10,0,2,0,0,4,8,0,7,14,14,35,8,0,5,23,0,0,3,0,5,0,9,0,0,0,35,2,1,5,0,1,0,0,3,16,0,0,4,10,0,7,0,0,0,0,0,0,0,0,0,0
"Cell 124",22,48,10,13,29,11,37,17,39,10,16,24,18,15,2,18,29,23,14,66,34,29,17,11,18,8,6,2,14,8,0,5,8,18,3,7,13,12,27,9,18,3,16,8,9,10,0,6,7,0,7,0,0,7,3,3,7,7,22,22,9,0,4,8,0,4,0,4,6,0,21,0,11,0,10,0,0,14,0,1,0,0,0,10,0,0,4,10,0,2,0,0,0,0,0,0,0,0,0,0
"Cell 125",18,21,27,25,19,9,25,8,26,3,15,20,20,13,0,12,16,8,22,89,19,17,1,12,32,9,3,3,3,7,0,18,4,8,0,6,7,18,32,3,18,11,19,10,16,8,0,10,10,0,5,0,0,15,0,2,2,13,5,21,12,0,6,17,0,3,1,3,0,2,6,4,0,0,23,11,0,6,0,7,5,1,7,5,0,4,5,19,0,2,1,0,0,0,0,0,0,0,0,0
